Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
Northern Lights,Philip Pullman,"Lyra and her daemon moved through the darkening hall, taking care to keep to one side, out of sight of the kitchen.","Political theology, Polar bears, Kidnapping, Adventure stories, Children and adults, Open Library Staff Picks, Juvenile fiction, Fantasy, Experiments, Witches, Missing persons, Fiction, Belacqua, Lyra (Personaje literario), Bien y mal, Children, Experimentos, Ficción juvenil, Good and evil, Imaginary places, Lugares imaginarios, Lyra Belacqua (Fictitious character), Magia, Magic, Niños, Novela fantástica, Novela fantástica inglesa, Novela juvenil, Parry, Will (Personaje literario), Personas desaparecidas, Quests (Expeditions), Secuestro, Traducciones al español, Will Parry (Fictitious character), Artic regions, Belacqua, Lyra (Fictitious character) -- Juvenile fiction, Missing persons -- Experiments -- Juvenile fiction, Kidnapping -- Juvenile fiction, Young adult fiction, JUVENILE FICTION -- Action & Adventure, JUVENILE FICTION -- Fantasy & Magic, JUVENILE FICTION -- Social Themes -- Self-Esteem & Self-Reliance, Belacqua, Lyra (Fictitious character), Missing persons -- Experiments, Missing persons -- Fiction, Kidnapping -- Fiction, Fantasy fiction, Arctic regions -- Juvenile fiction, Arctic Regions, Arctic regions -- Fiction, skjønnlitteratur, adventure, Amitie, Romans, nouvelles, etc. pour la jeunesse, Magie, Personnes disparues, Merveilleux, Romans, Enlevement, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Children's fiction, Belacqua, lyra (fictitious character), fiction, Large type books, Science fiction, fantasy, horror, Orphans, Uncles, Action & Adventure, Action & Adventure - General, Science Fiction, Fantasy, & Magic, Children's 12-Up - Fiction - Fantasy, Children's Books - Young Adult Fiction, Children: Grades 4-6, Children: Young Adult (Gr. 10-12), Children's Books - Young Adult, Children: Young Adult (Gr. 7-9), Science, Demonology, Geographical myths, Mythical Animals, Carnegie Medal, Spanish language materials, General, Teens, Fantasy - General, Fiction - General, Spanish: Adult Fiction, Teenage fiction, Survival, fiction, Spanish language, juvenile literature, Spanish language, readers, Livres en gros caractères, Large print books, The Marvelous, Amitié, Dämon, Entführung, Imaginärer Schauplatz, Kind, Menschenversuch, Mädchen, Zigeuner, Great britain, fiction, Teachers, fiction, English Fantasy fiction, Children's stories, English",1995,No page count available,"spa, heb, ger, jpn, ita, fre, chi, pol, eng",No rating,https://openlibrary.org/works/OL28988W,https://covers.openlibrary.org/b/id/8747028-M.jpg
A Study in Scarlet,Arthur Conan Doyle,"Im Jahre 1878 erwarb ich den Grad eines Doktors der Medizin an der Universität London und begab mich nach Netley, um an dem Lehrgang teilzunehmen, der für Ärzte der Armee vorgeschrieben ist.","Action & Adventure Fiction, aortic aneurysm, Battle of Maiwand, Blessing and cursing, British and irish fiction (fictional works by one author), Children's fiction, Classics, crime scenes, Detective and mystery stories, Detective Fiction, Detectives, Detectives privados, Detektive, Détectives, English Detective and mystery stories, English literature, Ficción, Fiction, hemoglobin, Investigadores privados, Krimi, Literature and fiction, mystery and suspense, Murder, Mystery and detective stories, Mystery fiction, Novela, Novela de misterio, pioneers, Private investigators, Scottish Terriers, Second Anglo-Afghan War, The Church of Jesus Christ and Latter-day Saints, Trichinopoly cigars, Sherlock Holmes, IIIT",1887,No page count available,"chi, ukr, por, heb, ger, fre, jpn, spa, fin, eng, ita",No rating,https://openlibrary.org/works/OL262496W,https://covers.openlibrary.org/b/id/13405534-M.jpg
The Valley of Fear,Arthur Conan Doyle,"""Ich denke...« sagte ich.""","English Detective and mystery stories, Fiction, Private investigators, Private investigators in fiction, Romans, Roman policier anglais, Detective and mystery stories, Chinese Detective and mystery stories, England, fiction, Holmes, sherlock (fictitious character), fiction, Moriarty, professor (fictitious character), fiction, Watson, john h. (fictitious character), fiction, British and irish fiction (fictional works by one author), Fiction, mystery & detective, traditional, Private investigators, fiction, Large type books, English literature, John H. Watson (Fictitious character), Fiction, general, Children's fiction, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction, Japanese language, Japonais (Langue), Krimi, Detektive, Fiction, mystery & detective, general, Fiction, action & adventure",1914,No page count available,"chi, cat, pol, fre, ger, und, spa, ita, por, jpn, eng",No rating,https://openlibrary.org/works/OL262505W,https://covers.openlibrary.org/b/id/8350377-M.jpg
Pickwick Papers,"Charles Dickens, A. G. Eyre, David Foulds, Jenny Sanchez, Federigo Verdinois, Pierre Grollier, JUAN DE PASO, José María Valverde Pacheco, Josep Carner","The first ray of light which illumines the gloom, and converts into a dazzling brilliancy that obscurity in which the earlier history of the public career of the immortal Pickwick would appear to be involved, is derived from the perusal of the following entry in the Transactions of the Pickwick Club, which the editor of these papers feels the highest pleasure in laying before his readers, as a proof of the careful attention, indefatigable assiduity, and nice discrimination, with which his search among the multifarious documents confided to him has been conducted.","Fiction, Men, Societies and clubs, Male friendship, Trials (Breach of promise), Social life and customs, Readers, Inglés, Travelers, Literatura inglesa, English literature, Libros de lectura, Selections, extracts, English fiction, Humorous stories, English, Classic literature, Social conditions, Accessible book, British and irish fiction (fictional works by one author), England, fiction, Friendship, fiction, Fiction, humorous, Fiction, action & adventure, Large type books, Fiction, humorous, general, London (england), fiction, Fiction, legal, Manners and customs, Fiction, general, Fiction, historical, general, Fiction, classics, Récits humoristiques, Romans, nouvelles, Mœurs et coutumes, Children's fiction, Adventure stories, Adventure and adventurers, Canada, history",1800,No page count available,"chi, ice, dut, ukr, pol, fre, ger, dan, spa, ita, por, und, swe, rus, mul, eng",No rating,https://openlibrary.org/works/OL8763776W,https://covers.openlibrary.org/b/id/13130696-M.jpg
Moby Dick,Herman Melville,Chiamatemi Ismaele.,"American Sea stories, Mentally ill, Whaling, Science Fiction & Fantasy, Whales, great_books_of_the_western_world, Translations into French, Literature, Captain Ahab (Fictitious character), American Adventure stories, Sailors, Sea stories, Classic Literature, Whaling in literature, Young Adult Fiction, Open Library Staff Picks, open_syllabus_project, Fiction, Ship captains, Whaling ships, Juvenile fiction, Chasse, Whales in literature, Shipwrecks, Baleines, Long Now Manual for Civilization, General, Children: Grades 4-6, American fiction (fictional works by one author), Ahab, captain (fictitious character), fiction, Whaling, fiction, Children's fiction, Whales, fiction, Fiction, action & adventure, Fiction, psychological, Literature and fiction (general), Fiction, sea stories, Fiction, fantasy, epic, Poetry (poetic works by one author), Melville, herman, 1819-1891, American literature, history and criticism, Sea stories, history and criticism, Large type books, Literature and fiction, action and adventure, Illustrations, Pictorial works, Drama (dramatic works by one author), Picture-writing in literature, Readers (Primary), Readers for new literates, Adventure and adventurers, fiction, Ballenas, Ficción, Capitanes de barcos, Enfermos mentales, Naufragios, Cuentos de mar, Novela psicológica, Romance literature, Epic literature, Adventure fiction, Allegories, Whalers (Persons), Drama, Revenge, Prohibition, Achab (Personnage fictif), Romans, nouvelles, Capitaines de navire, Personnes vivant avec un trouble de santé mentale, Action & Adventure, Walfang, Moby Dick (Melville, Herman), Fiction, historical, general, Fiction, general, Moby Dick, Literatura infantil, Ahab, captain (fictitious character), Ahab, captain (fictitious character)--fiction, Whales--fiction, Whaling--fiction, Ps2384.m6 m45 1992, 813/.3, Whaling ships--fiction, Ship captains--fiction, Mentally ill--fiction, Ps2384 .m6 2001c, Shipwrecks--fiction, Sailors--fiction, Ps2384 .m6 2003b, Melville, herman , 1819-1891, Ps2384 .m6 2002, Comics & graphic novels, general, Comic books, strips, etc., Fate and fatalism, Symbolism, Récits de mer",1851,No page count available,"chi, ara, cat, dut, pol, fre, ger, new, und, spa, ita, jpn, rus, kor, eng, heb",No rating,https://openlibrary.org/works/OL102749W,https://covers.openlibrary.org/b/id/10544254-M.jpg
King Solomon's Mines,H. Rider Haggard,It is a curious thing that at my age - fifty-five last birthday - I should find myself taking up a pen to try and write a history.,"Fiction, Allan Quatermain (Fictitious character), Treasure troves, Diamond mines and mining, Hunting guides, Missing persons, Adventure and adventurers, Ficción, Quatermain, Allan (Personaje literario), Buried treasure, English language, Text-books for foreigners, Adventure stories, Personas desaparecidas, Tesoros ocultos, Guías de caza, Translations into Portuguese, English Adventure stories, Literature, Classic Literature, Roman anglais, Fiction, action & adventure, Quatermain, allan (fictitious character), fiction, Children's fiction, Adventure and adventurers, fiction, South africa, fiction, Missing persons, fiction, Africa, fiction, Large type books, Young adult fiction, Adventure fiction, Lost World, British and irish fiction (fictional works by one author), Quatermain, Allan (Personnages fictifs), Romans, nouvelles, Treasure-troves",1885,No page count available,"und, sna, spa, eng, hin, fre, por",No rating,https://openlibrary.org/works/OL17449W,https://covers.openlibrary.org/b/id/6861197-M.jpg
His Last Bow [8 stories],Arthur Conan Doyle,I find it recorded in my notebook that it was a bleak and windy day towards the end of March in the year 1892.,"short stories, Detective and mystery fiction, Fiction, Mystery fiction, Historical fiction, Classic Literature, English Detective and mystery stories, Mystery, Private investigators, Romans, Roman policier anglais, FICTION / General, English Short stories, short stories in English, Chinese Detective and mystery stories, Holmes, sherlock (fictitious character), fiction, Private investigators, fiction, England, fiction, Fiction, mystery & detective, traditional, British and irish fiction (fictional works by one author), Fiction, mystery & detective, general, English literature, Watson, john h. (fictitious character), fiction, Fiction, crime, Sherlock Holmes (Fictitious character), Ying yu, Zhen tan xiao shuo, Dui zhao du wu, Han yu, Children's fiction, Fiction, action & adventure, Detectives",1917,No page count available,"ger, por, pol, spa, chi, eng, jpn, fre",No rating,https://openlibrary.org/works/OL262452W,https://covers.openlibrary.org/b/id/8243267-M.jpg
Five Children and It,Edith Nesbit,"The house was three miles from the station, but, before the dusty hired fly had rattled along for five minutes, the children began to put their heads out of the carriage window and to say, ""Aren't we nearly there?""","Fiction, Fairies, Wishes, Brothers and sisters, History, Juvenile fiction, Fantasy, Fairy tales, Stories, England, Fantasy fiction, Children's stories, English, Amulets, Children's fiction, Fairies, fiction, Brothers and sisters, fiction, England, fiction, Children, fiction, Readers, Readers (Adult), English language, Textbooks for foreign speakers, Reading comprehension, Problems, exercises, Children, Brothers and sisters -- Fiction, Wishes -- Fiction, Fairies -- Fiction, Great Britain -- History -- Edward VII, 1901-1910 -- Fiction, Fiction, general, Fées, Romans, nouvelles, etc. pour la jeunesse, Souhaits, Frères et sœurs, Histoire, Fiction, action & adventure, Family, Siblings, fiction, Ying yu, Dui zhao du wu, Han yu, Er tong wen xue, Chang pian xiao shuo, Anglais (Langue), Lectures et morceaux choisis",1905,No page count available,"eng, fre, ger, heb, pol, chi, und, ita, spa",No rating,https://openlibrary.org/works/OL99499W,https://covers.openlibrary.org/b/id/28174-M.jpg
The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy","A SURGING, SEETHING, MURMURING CROWD of beings that are human only in name, for to the eye and ear they seem naught but savage creatures, animated by vile passions and by the lust of vengeance and of hate.","Classic Literature, Adventure and adventurers, Open Library Staff Picks, Juvenile fiction, British, Fiction, Text-books for foreigners, English language, Historical Fiction, Sir Blakeney, Percy (Fictitious character), Refugees, Nobility, History, France, history, revolution, 1789-1799, fiction, France, fiction, Blakeney, percy, sir (fictitious character), fiction, Continental european fiction (fictional works by one author), Great britain, fiction, Children's fiction, France, history, fiction, Adventure and adventurers, fiction, Large type books, Adventure fiction, France, 1789-1799, Revolution, Fiction, historical, Fiction, historical, general, Fiction, action & adventure, England, fiction, Fiction, general, Adventure, Childrens fiction, Romans, nouvelles, Histoire, Britanniques, English language, textbooks for foreign speakers, Readers, Revolution (France : 1789-1799) fast (OCoLC)fst01354514",1900,No page count available,"spa, eng, fre, chi, pol, sun",No rating,https://openlibrary.org/works/OL1253285W,https://covers.openlibrary.org/b/id/479102-M.jpg
Flatland,Edwin Abbott Abbott,"Spoken by Horatio, in William Shakespeare's Hamlet, act 1, scene 5, line 164. Hamlet has just been conversing with his father's ghost, who is now speaking from under the stage.","Fourth dimension, Fiction, general, Open Library Staff Picks, Denkbeeldige landen, Film and video adaptations, Meetkunde, Science Fiction, Geometry, Film adaptations, Fiction, Imaginary places, Historical Fiction, Mathematics, Classic Literature, Specimens, Dimension 4., Reading Level-Grade 11, Reading Level-Grade 12, Large type books, English Science fiction, Wit and Humor as Topic, Long Now Manual for Civilization, Readers (Secondary), Examinations, SAT (Educational test), Vocabulary tests, Study guides, English language, Fiction, action & adventure, Fiction, humorous, general, Fiction, fantasy, general, England, fiction, Spirituality, Spiritual life, Sphere, Expanding universe, Drama, Utopias, Fiction, science fiction, general, homeschool curriculum, learn math, Physics, Fiction & literature classics, World literature, Fiction subjects, Science fiction & fantasy",1884,No page count available,"por, spa, ita, eng, fre",No rating,https://openlibrary.org/works/OL118388W,https://covers.openlibrary.org/b/id/10069547-M.jpg
The Hunger Games,Suzanne Collins,"When I wake up, the other side of the bed is cold.","severe poverty, starvation, oppression, effects of war, self-sacrifice, Science fiction, Apocalyptic fiction, Dystopian fiction, Fiction, Juvenile works, Novels, Young adult works, Juvenile fiction, contensts, Young adult fiction, Game shows, Television programs, New York Times bestseller, Contests, nyt:series_books=2010-08-21, Long Now Manual for Civilization, Reality television programs, Television game shows, Survival, Interpersonal relations, Roman, Amerikanisches Englisch, Sisters, Young women, Dystopias, Survival skills, Blind, Books and reading, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Survival Stories, Action & Adventure, Children's fiction, Survival, fiction, Interpersonal relations, fiction, Contests, fiction, Television, fiction, Large type books, Future, violent, life risking, bravery., Roman pour jeunes adultes, Habiletés de survie, Roman d'aventures, Concours et compétitions, Relations humaines, Romans, nouvelles, Émissions televiseés, Spanish language materials, Supervivencia, Novela juvenil, Relaciones humanas, Programas de televisión, Concursos, Fantastische Erzahlung, Fantastische Literatur, Action and adventure fiction, Contests Fiction, Fictional Work, Interpersonal relations Fiction, Jeux télévisés Romans, nouvelles, etc. pour la jeunesse, Reality television programs Fiction, Reality television programs Juvenile fiction, Romans, Survival Fiction, Survival skills Fiction, Television game shows Juvenile fiction, Television programs Fiction, Émissions télévisées, Novela, Televisión, Programas, Competencias, American fiction, Translations into Chinese, Chinese language materials, Romans, nouvelles, etc. pour la jeunesse, Literature and fiction, juvenile, Short stories, Fantasy fiction, American literature, study and teaching",2008,No page count available,"pol, swe, fre, eng, ger, tur, chi, jpn, rus, spa",No rating,https://openlibrary.org/works/OL5735363W,https://covers.openlibrary.org/b/id/12646537-M.jpg
Where the Wild Things Are,Maurice Sendak,The night Max wore his wolf suit and made mischief of one kind,"Caldecott Medal, Dreams, Fantasy, Fantasy fiction, Fiction, Imagination, Juvenile fiction, Miniature books, Monsters, Specimens, Fantasty, Monstruos, Fantasía, Spanish language materials, Novela, open_syllabus_project, Kings and rulers, Conduct of life, Fairy tales, Children, Animals, Temper tantrums, Ficción juvenil, Accelerated Reader 2.9., Caldecott Medal books, Children's fiction, Monsters, fiction, Picture books, Novela juvenil, Action & Adventure, Classics, People & Places, Hispanic & Latino, Spanish language, Reading materials, French Juvenile fiction, Juvenile fiction, French, Children's stories, German language materials, collectionID:caldecott60, Behavior, Latin language materials, Dreams, fiction, Monstres, Ouvrages illustrés, Littérature de jeunesse anglaise, award:Caldecott_award, lexile:740, lexile_range:701-800, lexile_code:AD, age:min:1, age:max:5, Adventure and adventurers, fiction, Islands, fiction, Animals, fiction, Behavior, fiction",1600,No page count available,"spa, baq, heb, eng, fre, rus, wel, dut, afr, nor, kor, ita, chi, ger, jpn",No rating,https://openlibrary.org/works/OL2568879W,https://covers.openlibrary.org/b/id/50842-M.jpg
Kim,Rudyard Kipling,"He sat, in defiance of municipal orders, astride the gun Zam-Zammah on her brick platform opposite the old Ajaib-Gher-the Wonder House, as the natives call the Lahore Museum.","Fiction, Irish, Lamas, Irish in fiction, Orphans, Boys in fiction, Boys, Lamas in fiction, Orphans in fiction, India in fiction, East and West, East and West in fiction, Juvenile fiction, Classic Literature, Juvenile fiction', Conduct of life, Adventure and adventurers, British, Youth, Voyages and travels, Education, Enlightenment (Buddhism), Spies, Kindness, History, British and irish fiction (fictional works by one author), Fiction, action & adventure, India, fiction, Fiction, historical, Irish fiction, Adventure stories, English fiction, Large type books, Fiction, historical, general, English literature, Children's fiction, Adventure and adventurers, fiction, Literature, Kim (Kipling, Rudyard), India, Adventure fiction, Cartoons and caricatures, Beggars, Orphans -- Fiction, India -- Fiction, Boys -- Fiction, Spy stories, Lamas -- Fiction, Irish -- India -- Fiction, Fiction, general",1901,No page count available,"ger, spa, eng, dan, fre",No rating,https://openlibrary.org/works/OL19908W,https://covers.openlibrary.org/b/id/1053011-M.jpg
White Fang,Jack London,Dark spruce forest frowned on either side the frozen waterway.,"Gold discoveries, Wolfdogs, Classic Literature, American Adventure stories, Open Library Staff Picks, Juvenile fiction, Fiction, Gold mines and mining, Historical Fiction, Wolves, Human-animal relationships, Juvenile Literature, Dogs, Thriller, Accelerated Reader, Mensch, Survival, Children: Grades 4-6, Children: Grades 3-4, Children's fiction, Wolves, fiction, Gold mines and mining, fiction, American fiction (fictional works by one author), Dogs, fiction, Canada, fiction, Indians of North America, Large type books, Loups, Romans, nouvelles, etc. pour la jeunesse, Chiens, Pôle Nord, Romans, Adventure stories, Nature, fiction, Fiction, action & adventure, Fiction, historical, general, Human-animal relationships, fiction, History, Wolfdogs -- Fiction, Canada, Northern -- Fiction, Wilderness survival, fiction, Alaska, fiction, Yukon, fiction, California, fiction, Dogs, juvenile literature, Adventure and adventurers, fiction",1905,No page count available,"chi, per, dut, cat, fre, pol, ger, fin, vie, dan, und, spa, ita, por, jpn, rus, kor, eng",No rating,https://openlibrary.org/works/OL74504W,https://covers.openlibrary.org/b/id/8236920-M.jpg
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,"MR. PHILEAS FOGG LIVED, IN 1872, AT NO. 7, SAVILLE Row, Burlington Gardens, the house in which Sheridan died in 1814.","Viajes alrededor del mundo, Translations into Gujarati, Fiction, Translations from French, Children's stories, French, Historical fiction, Korean language materials, Adventure and adventurers, Open Library Staff Picks, Children's stories, English, Adventure stories, Wagers, French fiction, Juvenile fiction, Translations into English, Voyages around the world, Ficción, Adventure fiction, French Science fiction, Submarines (Ships), Sea stories, Science, Continental european fiction (fictional works by one author), Fiction, action & adventure, Children's fiction, Voyages and travels, fiction, Adventure and adventurers, fiction, Balloons, fiction, Large type books, Travel, Flights around the world, English fiction, Translations into French, Readers, French language, Classic Literature, British and irish fiction (fictional works by one author), Roman d'aventures, Roman pour la jeunesse, Spanish language books, Spanish language, English language, Textbooks for foreign speakers, Readers for new literates, Travelers, Criticism and interpretation, Critique et interprétation, Tour du monde en quatre-vingts jours (Verne, Jules), Aventures, Romans, Romans, nouvelles, etc. pour la jeunesse, Littérature pour la jeunesse, Ouvrages pour la jeunesse, Voyages autour du monde, Paris, Employés de maison, Policiers, Erreur sur la personne, Lectures et morceaux choisis, Lecture (Enseignement Primaire), Problèmes et exercices, Voyages, Thriller, Literatura, Action & Adventure - General, Weltreise, Fantasy, Romance literature, Detectives, fiction, March family (fictitious characters), fiction, American fiction (fictional works by one author), Sisters, fiction, Vols autour du monde, Fiction, fantasy, general, Illustraties, Frans, Comics & graphic novels, general, Aeronautics, Ke xue huan xiang xiao shuo, Chang pian xiao shuo, Romans, nouvelles, General, Suo xie ben, Littérature française, Histoire et critique, Fiction, general",1872,No page count available,"eng, gle, kor, fre, nor, ger, wel, yid, jpn, por, chi, guj, ita, spa",No rating,https://openlibrary.org/works/OL1100007W,https://covers.openlibrary.org/b/id/6976035-M.jpg
Robinson Crusoe,Daniel Defoe,"I WAS born in the year 1632, in the city of York, of a good family, though not of that country, my father being a foreigner of Bremen, who settled first at Hull.","Robinson Cusoe, Imaginary Voyages, Fiction in Spanish, Toy and movable books, Pirates in fiction, Publishers' binding, Language arts (Secondary), Fiction, Solitude in fiction, Castaways in fiction, Illustrated children's books, Relatos de aventura, Juvenile literature, Robinsonades, Report writing, British in fiction, Texts, Crusoe, Robinson (Fictitious character.), Specimens, Survival, Readers, English Adventure stories, Travelers in fiction, High interest-low vocabulary books, English language, Plague, Classic Literature, Survival in fiction, Children's stories, English, Adventure and adventurers, Open Library Staff Picks, Adventure and adventurers in fiction, Robinson Crusoe (Fictitious character), American Personal narratives, British, Adventure stories, Programmed instruction, Islands, Castaways, Esperanto, Survival and emergency equipment, Survival after airplane accidents, shipwrecks, Pirates, Chinese, Travelers, Juvenile fiction, Solitude, Islands in fiction, Supervivencia (después de accidentes aéreos, naufragios, etc.), Shipwrecks in fiction, Shipwreck survival, Composition and exercises, Survival after airplane accidents, shipwrecks, etc. in fiction, Shipwrecks, Robinson Crusoe (Defoe, Daniel), Ocean travel, History, Uberleben, Insel, Kulturkontakt, Schiffbruch, Isolation (Soziologie), Crusoe, Robinson (Fictitious character), Survival after airplane accidents, shipwrecks, etc, Action & Adventure, British and irish fiction (fictional works by one author), Crusoe, robinson (fictitious character), fiction, Fiction, action & adventure, Children's fiction, Survival, fiction, Adventure and adventurers, fiction, Shipwrecks, fiction, Islands, fiction, Large type books, Fiction, general, Literature and fiction, historical fiction, World War, 1939-1945, Shipweck survival, Literacy, Habiletés de survie, Romans, nouvelles, Survie après naufrages, Naufragés, Îles, Poetry, Defoe, daniel , 1661?-1731, Shipwreck survival--fiction, Pr3403 .a1 1994, 823/.5",1719,No page count available,"spa, yid, heb, eng, fre, rus, wel, pan, arm, por, gle, und, epo, chi, ger",No rating,https://openlibrary.org/works/OL45310W,https://covers.openlibrary.org/b/id/8783768-M.jpg
Prince Caspian,C.S. Lewis,"ONCE THERE WERE FOUR CHILDREN whose names were Peter, Susan, Edmund, and Lucy, and it has been told in another book called The Lion, the Witch and the Wardrobe how they had a remarkable adventure.","Fantasy, Narnia (Imaginary place), Princes, Juvenile fiction, Good and evil, Fiction, Ships, Juvenile, Fairy tales, Fantasy fiction, Children's fiction, Narnia (imaginary place), fiction, Large type books, English Christian fiction, English Fantasy fiction, Children's stories, English, Kings and rulers, Child and youth fiction, Adventure and adventurers, fiction, Children's stories, Fantasy fiction, history and criticism, Lewis, c. s. (clive staples), 1898-1963, Literary recreations, Questions and answers, Sprookjesfiguren, Queesten, Jeugdboeken ; verhalen, English fiction, Aslan the Lion (Fictitious character), Magic, Animals, Fantastic fiction, Narnia (Lugar imaginario), Ficción juvenil, Bien y mal, Príncipes, Novela fantástica, Children's fantasy fiction, Princesses, fiction, Fiction, action & adventure, Fiction, fantasy, general, Polish language materials, Spanish language materials, Cuentos ingleses, Traducciones al español, Literatura inglesa, Fantasía, Fantasmes, Romans, nouvelles, etc. pour la jeunesse, Good and evil, fiction",1951,No page count available,"und, ger, jpn, swe, wel, spa, vie, dut, ita, chi, fre, pol, eng",No rating,https://openlibrary.org/works/OL71069W,https://covers.openlibrary.org/b/id/45897-M.jpg
Charlie and the Chocolate Factory,Roald Dahl,Ce Vieux monsieur et cette vieille dame sont les parents de Mr. Bucket.,"Childrens Media Tie-In Books, Children's Middle Grade Action & Adventure Books, Children's Picture Books, Avarice, Behavior, Chocolat, Chocolate, Chocolate factories, Conducta, Conduct of life, Cuentos humorísticos, Eccentrics and eccentricities, Factories, Fantasy, Ficción juvenil, Fiction, Grandparent and child, Human behavior, Humorous fiction, Humorous stories, Humourous stories, Juvenile fiction, Juvenile Literature, Juvenile works, Literatura juvenil, Romans, Spanish language materials, Wonka Bars, Young Adult Fiction, Willy Wonka (Fictitious character), Charlie Bucket (Fictitious character), Children's fiction, Behavior, fiction, Fiction, fantasy, general, Literature and fiction, juvenile, Romans, nouvelles, etc. pour la jeunesse, Morale pratique, Industrie, Behavior -- Fiction, Chocolate industry, Candy industry, Accelerated Reader, Plays, Children's plays, Literatura angielska dla młodzieży, Tłumaczenia polskie, In library, Accessible book, OverDrive, Open Library Staff Picks, Protected DAISY, Récits humoristiques, Fantasy fiction, Candy, Short stories",1964,No page count available,"tur, nor, kor, fre, sco, ita, chi, jpn, enm, por, spa, wel, ger, pol, eng",No rating,https://openlibrary.org/works/OL45790W,https://covers.openlibrary.org/b/id/12459564-M.jpg
The Secret Adversary,Agatha Christie,"IT was 2 p.m. on the afternoon of May 7, 1915.","Classic Literature, English language, Fiction, Married people, Murder, Mystery, Private investigators, Problems, exercises, Report writing, Rhetoric, Tommy Beresford (Fictitious character), Tuppence Beresford (Fictitious character), Women detectives, Large type books, English language, rhetoric, English language, grammar, College readers, Youth, Adventure stories, Detective and mystery stories, Missing persons, Beresford, tommy (fictitious character), fiction, Beresford, tuppence (fictitious character), fiction, Private investigators, fiction, Married people, fiction, England, fiction, Fiction, family life, Fiction, mystery & detective, general, Fiction, thrillers, general, Fiction, action & adventure, English literature, Fiction, family life, general, Fiction, thrillers, crime, Fiction, mystery & detective, private investigators, Fiction, mystery & detective, traditional, Fiction, general, Fiction, mystery & detective, women sleuths, Marple, jane (fictitious character), fiction, Great britain, fiction, Détectives, Romans, nouvelles, Investigadores privados, Novela, Literature and fiction, mystery and suspense",1922,No page count available,"eng, fre, ger, spa, por, pol, chi, und, ita, dut",No rating,https://openlibrary.org/works/OL471789W,https://covers.openlibrary.org/b/id/14590159-M.jpg
The Lost Symbol,Dan Brown,"The studio was filled with the rich odour of roses, and when the light summer wind stirred amidst the trees of the garden, there came through the open door the heavy scent of the lilac, or the more delicate perfume of the pink-flowering thorn.","Suspense & Thriller, Historical Fiction, Aventures, Langdon, Robert (Personnage fictif), Kidnapping, Signes et symboles, Secret societies, Cryptographers, Fiction, Franc-macʹonnerie, Roman a suspense, Freemasonry, Romans, nouvelles, Cryptographes, Societes secretes, human enlightenment, Noetic Science, Signs and symbols, Action and adventure fiction, thrillers, Mystery fiction, Detective and mystery fiction, ciphers, fictional works, adventure stories, suspense fiction, adventure fiction, Cryptographers in fiction, Freemasonry in fiction, Symbolik, Verschwo rung, Freimaurer, Translations into German, American fiction, Robert Langdon (Fictitious character), Freemasons, Langdon, Robert (Fictitious character), Masonería, Langdon, Robert (Personaje literario), Ficción, Criptógrafos, Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Skönlitteratur, Kryptologi, Frimurare, Langdon, robert (fictitious character), fiction, Fiction, thrillers, Fiction, thrillers, general, Novela, Spanish language materials, Translations into Dutch, Verschwörung, nyt:hardcover-fiction=2009-10-04, New York Times bestseller, New York Times reviewed, Ficção americana, Franc-maçonnerie, collectionid:dbrl",2009,No page count available,"por, ger, pol, srp, spa, chi, heb, vie, mar, ita, lit, hun, eng, fre, dut, jpn, rus",No rating,https://openlibrary.org/works/OL14873315W,https://covers.openlibrary.org/b/id/8373389-M.jpg
The Sign of Four,Arthur Conan Doyle,"Sherlock Holmes took his bottle from the corner of the mantelpiece, and his hypodermic syringe from its neat morocco case.","Crime & Mystery, classic fiction, Andamanese, arrow poisons, bloguns, convicts, crime & mystery fiction, crocodiles, Detective and mystery fiction, Fiction, Fiction Classics, Indian Rebellion of 1857, launches, Literary Fiction, Mystery & Suspense, Mystery fiction, novel, private investigators, substance abuse, tea plantations, treasure, waylaying, British and irish fiction (fictional works by one author), Fiction, mystery & detective, traditional, Holmes, sherlock (fictitious character), fiction, England, fiction, Watson, john h. (fictitious character), fiction, Private investigators, fiction, Fiction, mystery & detective, general, Fiction, crime, Texts, Shorthand, English Detective and mystery stories, Novelas inglesas, Children's fiction, Mystery and detective stories, English literature, John H. Watson (Fictitious character), Large type books, Sherlock Holmes (Fictitious character), Detectives privados, Novela, English language, textbooks for foreign speakers, Holmes, Sherlock (Fictitious character) -- Fiction, Private investigators -- England -- Fiction, Detective and mystery stories, Translations into German, John H Watson, Détectives, Romans, nouvelles, Fiction, action & adventure",1889,No page count available,"chi, cat, dut, fre, ger, fin, spa, ita, por, jpn, mul, eng",No rating,https://openlibrary.org/works/OL262438W,https://covers.openlibrary.org/b/id/9247987-M.jpg
