Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
Orlando,Virginia Woolf,"Virginia Woolf's most unusual and fantastic creation, a funny, exuberant tale that examines the very nature of sexuality. WITH INTRODUCTIONS BY PETER ACKROYD AND MARGARET REYNOLDS As his tale begins, Orlando is a passionate young nobleman whose days are spent in rowdy revelry, filled with the colourful delights of Queen Elizabeth's court. By the close, he will have transformed into a modern, thirty-six-year-old woman and three centuries will have passed. Orlando will not only witness the making of history from its edge, but will find that his unique position as a woman who knows what it is to be a man will give him insight into matters of the heart. The Vintage Classics Virginia Woolf series has been curated by Jeanette Winterson and Margaret Reynolds, and the texts used are based on the original Hogarth Press editions published by Leonard and Virginia Woolf. **One of the BBC’s 100 Novels That Shaped Our World**",Fiction,2012-07-31,250,en,No rating,http://books.google.co.in/books?id=Zsixydi36xcC&printsec=frontcover&dq=fiction&hl=&cd=207&source=gbs_api,http://books.google.com/books/content?id=Zsixydi36xcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Science Fiction Masterpieces,Isaac Asimov,A collection of 59 greatest fiction stories selected by the master himself.,Fiction,1986,640,en,No rating,http://books.google.co.in/books?id=WPEmJxUQuHoC&q=fiction&dq=fiction&hl=&cd=208&source=gbs_api,http://books.google.com/books/content?id=WPEmJxUQuHoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Girl in Pieces,Kathleen Glasgow,"A deeply moving portrait of one girl's journey from self-harm to self-acceptance from bestselling author, Kathleen Glasgow ‘A haunting, beautiful and necessary book.’ Nicola Yoon, author of Everything, Everything THIS SPECIAL EDITION includes deleted scenes, a playlist and a personal note from the author. While stocks last. Charlie Davis is in pieces. At seventeen, she’s already lost more than most people lose in a lifetime. But she’s learned how to forget it through cutting; the pain washes out the sorrow until there is nothing but calm. She doesn't have to think about her father or what happened under the bridge. Her best friend, Ellis, who is gone forever. Or the mother who has nothing left to give her. Kicked out of a special treatment center when her insurance runs out, Charlie finds herself in the bright and wild landscape of Tucson, Arizona, where she begins the unthinkable: the long journey of putting herself back together. Kathleen Glasgow is also the author of How to Make Friends with the Dark and You'd Be Home Now ‘Girl, Interrupted meets Speak.’ Refinery29 ‘Glasgow’s poetic writing brings Charlie’s mind to life as she tries to find a path to recovery.’ Independent",Juvenile Fiction,2016-10-06,448,en,No rating,http://books.google.co.in/books?id=Wh69DwAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=209&source=gbs_api,http://books.google.com/books/content?id=Wh69DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Language of the Night,Ursula K. Le Guin,"A collection of twenty-four essays concerned with writing in general, the field of fantasy and science fiction, and with the author's own writing.",Fantasy fiction,1985-03-01,262,en,No rating,http://books.google.co.in/books?id=OvpbPgAACAAJ&dq=fiction&hl=&cd=210&source=gbs_api,No thumbnail available
Wife,Bharati Mukherjee,"Dimple Dasgupta is a product of the authoritarian world of Calcutta's middle class, a world that values pliability, docility and submissiveness in women. Dutifully, Dimple bends her efforts toward achieving a suitable marriage. When her parents produce Amit Basu, an engineer who plans to emigrate to the United States, Dimple's fate is thought to be satisfactorily sealed. The couple move to New York to begin a new life and it is in the context of this foreign and violent urban environment that Dimple comes to terms with her choices. Limited by her heritage and fear of the fringe immigrant ghetto in which she lives, Dimple finds expression for her frustration in a chilling act of self-assertion--dust jacket flap.",Fiction,1975,232,en,No rating,http://books.google.co.in/books?id=qiJbAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=211&source=gbs_api,http://books.google.com/books/content?id=qiJbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Typee Illustrated,Herman Melville,"Typee: A Peep at Polynesian Life is the first book by American writer Herman Melville, published first in London, then New York, in 1846. Considered a classic in travel and adventure literature, the narrative is partly based on the author's actual experiences on the island Nuku Hiva in the South Pacific Marquesas Islands in 1842, liberally supplemented with imaginative reconstruction and adaptation of material from other books. The title is from the province Tai Pi Vai. Typee was Melville's most popular work during his lifetime; it made him notorious as the ""man who lived among the cannibals""",Uncategorized,2019-11-26,406,en,No rating,http://books.google.co.in/books?id=3ag4zAEACAAJ&dq=fiction&hl=&cd=212&source=gbs_api,http://books.google.com/books/content?id=3ag4zAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Wife of Sir Isaac Harman,H. G. Wells,"Dive headfirst into this gorgeously romantic and satirical novel which reveals a different side to the father of sci-fi. When young Ellen Sawbridge meets wealthy Isaac Harman, she charitably agrees to marry him. Despite great wealth, their marriage, bereft of love, falls into greater turmoil when the miserable Ellen is courted by the kind George Brumley. What ensues is a captivating romantic drama teeming with tension, humour, and death. Who will Ellen choose? A timeless battle of the sexes story featuring a love triangle and plenty of feminist themes, ‘The Wife of Sir Isaac Harman’ is the perfect read for fans of Netflix's ́Persuasion ́. H. G. Wells (1866-1946) was an English author and Noble Prize in Literature nominee, prolific across several genres, and celebrated as the ""father of science fiction"". His notable science fiction works include the blockbuster hit adaptation ‘The Time Machine’, ‘The Invisible Man’, ‘The War of the Worlds’, and ‘When the Sleeper Walks’. Wells remains a significant influence on the sci-fi genre today.",Fiction,2023-05-11,415,en,No rating,http://books.google.co.in/books?id=Uya8EAAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=213&source=gbs_api,http://books.google.com/books/content?id=Uya8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Woman in White,Wilkie Collins,This book is one of the classic book of all time.,Uncategorized,2017-10-06,218,en,No rating,http://books.google.co.in/books?id=WwHAswEACAAJ&dq=fiction&hl=&cd=214&source=gbs_api,No thumbnail available
The Pact,Jodi Picoult,"From Jodi Picoult, one of the most powerful writers in contemporary fiction, comes a riveting, timely, heartbreaking, and terrifying novel of families in anguish—and friendships ripped apart by inconceivable violence. Until the phone calls came at 3:00 a.m. on a November morning, the Golds and their neighbors, the Hartes, had been inseparable. It was no surprise to anyone when their teenage children, Chris and Emily, began showing signs that their relationship was moving beyond that of lifelong friends. But now seventeen-year-old Emily has been shot to death by her beloved and devoted Chris as part of an apparent suicide pact—leaving two devastated families stranded in the dark and dense predawn, desperate for answers about an unthinkable act and the children they never really knew.",Fiction,2009-05-19,0,en,No rating,http://books.google.co.in/books?id=QR7WGEI451AC&dq=fiction&hl=&cd=215&source=gbs_api,http://books.google.com/books/content?id=QR7WGEI451AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Many Voices, One Faith II - Islamic Fiction Stories",Islamic Writers Alliance,This edition showcases the writing and artistic talents of the Islamic Writers Alliance membership which reaches around the globe in its respective residences and origins. Virtually every region of the world is exemplified in these wonderful Islamic fiction stories.,Fiction,2009-10,236,en,No rating,http://books.google.co.in/books?id=bGgCQgAACAAJ&dq=fiction&hl=&cd=216&source=gbs_api,http://books.google.com/books/content?id=bGgCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"""What is Literature?"" and Other Essays",Jean-Paul Sartre,"What is Literature? challenges anyone who writes as if literature could be extricated from history or society. But Sartre does more than indict. He offers a definitive statement about the phenomenology of reading, and he goes on to provide a dashing example of how to write a history of literature that takes ideology and institutions into account.",Language Arts & Disciplines,1988,372,en,No rating,http://books.google.co.in/books?id=SUTeD7u18lsC&pg=PP1&dq=fiction&hl=&cd=217&source=gbs_api,http://books.google.com/books/content?id=SUTeD7u18lsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Old Drift,Namwali Serpell,"**Winner of the Arthur C. Clarke Award 2020** 'The great African novel of the twenty-first century' Tade Thompson, author of Rosewater On the banks of the Zambezi River, a few miles from the majestic Victoria Falls, there was once a colonial settlement called The Old Drift. In 1904, in a smoky room at the hotel across the river, an Old Drifter named Percy M. Clark, foggy with fever, makes a mistake that entangles his fate with those of an Italian hotelier and an African busboy. So begins a cycle of unwitting retribution between three Zambian families as they collide and converge over the course of the century, into the present and beyond. 'Extraordinary, ambitious, evocative, dazzling' Salman Rushdie 'Brilliant . . . heartbreaking' Sunday Times 'Charming, heartbreaking and breathtaking' Carmen Maria Machado, author of In the Dream House",Fiction,2019-03-21,576,en,No rating,http://books.google.co.in/books?id=iNVbDwAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=219&source=gbs_api,http://books.google.com/books/content?id=iNVbDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nostromo Illustrated,Joseph Conrad,"Nostromo: A Tale of the Seaboard is a 1904 novel by Joseph Conrad, set in the fictitious South American republic of ""Costaguana"". It was originally published serially in two volumes of T.P.'s Weekly.In 1998, the Modern Library ranked Nostromo 47th on its list of the 100 best English-language novels of the 20th century. It is frequently regarded as amongst the best of Conrad's long fiction; F. Scott Fitzgerald once said, ""I'd rather have written Nostromo than any other novel.""",Uncategorized,2021-03-05,582,en,No rating,http://books.google.co.in/books?id=ayJdzgEACAAJ&dq=fiction&hl=&cd=220&source=gbs_api,No thumbnail available
Anti-Clock,VJ James,"PENGUIN RANDOM HOUSE IS PROUD TO PUBLISH ANTI-CLOCK, WINNER OF THE O.V. VIJAYAN AWARD AND THIKKURISSI AWARD 'A philosophical novel that discusses the mysterious problems of life and death' BENYAMIN '""Time is everything, man is nothing; he is, at most, time's carcass."" V.J. James's novel Anti-Clock has given an extremely creative twist to these words by Karl Marx' O.V. VIJAYAN PRIZE Hendri, the coffin maker, has one goal in life: to see the dead body of his nemesis Satan Loppo being lowered into the coffin he has painstakingly carved. For it was Loppo who defiled his beloved Beatrice, and let loose his hellhound Hitler upon Hendri, giving him a permanent limp. From inside his coffin shop, Hendri watches the world go by even as he prepares to deliver justice upon Loppo. He is confronted by the son of his best friend becoming enamoured with Loppo's wealth, Loppo's evil designs towards the hills of Aadi Nadu, and his own Christian guilt that regularly comes to haunt him. Until he meets Pundit, a 112-year-old watchmaker who was part of Bose's Indian National Army and is building an 'Anti-Clock', which can turn back time. When Loppo too hears of the Anti-Clock and desires to possess it, the inevitable battle becomes a reality.",Fiction,2021-06-24,298,en,No rating,http://books.google.co.in/books?id=KAwxEAAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=221&source=gbs_api,http://books.google.com/books/content?id=KAwxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Danger in the Shadows,Dee Henderson,"Sara is terrified. She's doing the one thing she cannot afford to do: fall in love with former pro-football player Adam Black, a man everyone knows. Sara's been hidden away in the witness protection program, her safety dependent on staying invisible—and loving Adam could get her killed! Introducing the O'Malleys, an inspirational group of seven, all abandoned or orphaned as teens, who have made the choice to become a loyal and committed family. They have chosen their own surname, O'Malley, and have stood by each other through moments of joy and heartache. Their stories are told in CBA best-selling, inspirational romantic suspense novels that rock your heart and restore strength and hope to your spirit.",Fiction,2010-11-09,322,en,3.5,http://books.google.co.in/books?id=DB1c6zXDa2EC&printsec=frontcover&dq=fiction&hl=&cd=222&source=gbs_api,http://books.google.com/books/content?id=DB1c6zXDa2EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Walking The Himalayas,Levison Wood,"Following his trek along the length of the Nile River, explorer Levison Wood takes on his greatest challenge yet: navigating the treacherous foothills of the Himalayas, the world's highest mountain range. Praised by Bear Grylls, Levison Wood has been called ""the toughest man on TV"" (The Times UK). Now, following in the footsteps of the great explorers, Levison recounts the beauty and danger he found along the Silk Road route of Afghanistan, the Line of Control between Pakistan and India, the disputed territories of Kashmir and the earth-quake ravaged lands of Nepal. Over the course of six months, Wood and his trusted guides trek 1,700 gruelling miles across the roof of the world. Packed with action and emotion, Walking the Himalayas is the story of one intrepid man's travels in a world poised on the edge of tremendous change.",Travel,2016-05-24,291,en,No rating,http://books.google.co.in/books?id=LgOuCgAAQBAJ&dq=fiction&hl=&cd=223&source=gbs_api,http://books.google.com/books/content?id=LgOuCgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
If You Were Me,Sheila O'Flanagan,"Sheila O'Flanagan's bestseller IF YOU WERE ME will make readers wonder: what would I do if my first love came back into my life? A must-read for fans of Emily Bleeker and Kathryn Hughes, from the No. 1 bestselling author of THE MISSING WIFE: 'Captivating... A page-turner that does not disappoint' Anne M. Miskewitch, Library Journal. You're engaged to a great man. You're on a countdown to your wedding day. You stopped thinking about your first love a long time ago. But what if one unexpected, forbidden kiss were to throw your life upside down? Carlotta O'Keefe suddenly finds herself wondering if the girl she was would recognise the woman she has become. She thought she was living a charmed life. But what if she's got it all wrong? What if her past is meant to be her future?",Fiction,2017-12-05,341,en,No rating,http://books.google.co.in/books?id=M48-DwAAQBAJ&dq=fiction&hl=&cd=224&source=gbs_api,http://books.google.com/books/content?id=M48-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Of Modern Dragons; and other essays on Genre Fiction:,John Lennard,A volume of essays exploring some of the best genre fiction of the last 40 years.,Fiction,2016-10-09,266,en,No rating,http://books.google.co.in/books?id=zpFNDQAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=225&source=gbs_api,http://books.google.com/books/content?id=zpFNDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Man Annotated,Bram Stoker,"The Man is a 1905 Victorian novel by Bram Stoker, best known for Dracula. A typical Gothic novel, it features horror and romance. The Man has also been published as The Gates of Life.",Uncategorized,2021-04,354,en,No rating,http://books.google.co.in/books?id=YlJczgEACAAJ&dq=fiction&hl=&cd=226&source=gbs_api,http://books.google.com/books/content?id=YlJczgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Journey to the Center of the Earth (Annotated),Jules Verne,A Journey to the Center of the Earth is a classic 1864 science fiction novel Jules Verne (published in the original French as Voyage au centre de la Terre). The story involves a professor who leads his nephew...,Uncategorized,2020-08-31,236,en,No rating,http://books.google.co.in/books?id=l6jZzQEACAAJ&dq=fiction&hl=&cd=227&source=gbs_api,http://books.google.com/books/content?id=l6jZzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Flesh And Blood,Patricia Cornwell,"Includes an exclusive excerpt from the riveting next novel in the Kay Scarpetta series, Depraved Heart #1 New York Times bestselling author Patricia Cornwell delivers the next enthralling thriller in her high-stakes series starring Kay Scarpetta—a complex tale involving a serial sniper who strikes chillingly close to the forensic sleuth herself. It’s Dr. Kay Scarpetta’s birthday, and she’s about to head to Miami for a vacation with Benton Wesley, her FBI profiler husband, when she notices seven pennies on a wall behind their Cambridge house. Is this a kids’ game? If so, why are all of the coins dated 1981 and so shiny they could be newly minted? Her cellphone rings, and Detective Pete Marino tells her there’s been a homicide five minutes away. A high school music teacher has been shot with uncanny precision as he unloaded groceries from his car. No one has heard or seen a thing. In this 22nd Scarpetta novel, the master forensic sleuth finds herself in the unsettling pursuit of a serial sniper who leaves no incriminating evidence except fragments of copper. The shots seem impossible, yet they are so perfect they cause instant death. The victims appear to have had nothing in common, and there is no pattern to indicate where the killer will strike next. First New Jersey, then Massachusetts, and then the murky depths off the coast of South Florida, where Scarpetta investigates a shipwreck, looking for answers that only she can discover and analyze. And it is there that she comes face to face with shocking evidence that implicates her techno genius niece, Lucy, Scarpetta’s own flesh and blood. “When it comes to the forensic sciences, nobody can touch Cornwell.” —NEW YORK TIMES BOOK REVIEW",Fiction,2014-11-11,396,en,3,http://books.google.co.in/books?id=ln6BAwAAQBAJ&dq=fiction&hl=&cd=228&source=gbs_api,http://books.google.com/books/content?id=ln6BAwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ancillary Justice,Ann Leckie,"This special 10th anniversary edition of the record-breaking masterpiece that won the Hugo, Nebula and Arthur C. Clarke Awards follows a warship trapped in a human body on a quest for revenge. This edition will feature a striking new cover, illustrated endpapers, deckled edges, foil on the book casing, a reversible jacket and a new introduction from the author. Ann Leckie is the first author to win the Arthur C. Clarke, the Nebula and the Hugo Award for Best Novel in the same year. They made me kill thousands, but I only have one target now. The Radch are conquerors to be feared - resist and they'll turn you into a 'corpse soldier' - one of an army of dead prisoners animated by a warship's AI mind. Whole planets are conquered by their own people. The colossal warship called The Justice of Toren has been destroyed - but one ship-possessed soldier has escaped the devastation. Used to controlling thousands of hands, thousands of mouths, The Justice now has only two hands, and one mouth with which to tell her tale. But one fragile, human body might just be enough to take revenge against those who destroyed her. 'ENGAGING AND PROVOCATIVE' SFX Magazine 'UNEXPECTED, COMPELLING AND VERY COOL' John Scalzi 'HIGHLY RECOMMENDED' Independent on Sunday 'MIND-BLOWING' io9.com 'THRILLING, MOVING AND AWE-INSPIRING' Guardian 'UTTER PERFECTION, 10/10' The Book Smugglers 'ASTOUNDINGLY ASSURED AND GRACEFUL' Strange Horizons 'ESTABLISHES LECKIE AS AN HEIR TO BANKS' Elizabeth Bear The Imperial Radch trilogy begins with Ancillary Justice, continues in Ancillary Sword and concludes with Ancillary Mercy. Also available now: Provenance is a stunning standalone adventure set in the same world as Ancillary Justice. NPR calls it 'A fitting addition to the Ancillary world'.",Fiction,2013-10-01,333,en,3,http://books.google.co.in/books?id=QhxCO5b7e74C&printsec=frontcover&dq=fiction&hl=&cd=229&source=gbs_api,http://books.google.com/books/content?id=QhxCO5b7e74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The War of the Worlds Illustrated,H G Wells,"The War of the Worlds is a science fiction novel by English author H. G. Wells, first serialized in 1897 by Pearson's Magazine in the UK and by Cosmopolitan magazine in the US. The novel's first appearance in hardcover was in 1898 from publisher William Heinemann of London. Written between 1895 and 1897, [2] it is one of the earliest stories to detail a conflict between mankind and an extraterrestrial race.[3] The novel is the first-person narrative of both an unnamed protagonist in Surrey and of his younger brother in London as southern England is invaded by Martians. The novel is one of the most commented-on works in the science fiction cano",Uncategorized,2020-06-26,232,en,No rating,http://books.google.co.in/books?id=0Q-jzQEACAAJ&dq=fiction&hl=&cd=230&source=gbs_api,http://books.google.com/books/content?id=0Q-jzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
How to Be a Revolutionary,C.A. Davids,"Winner of the 2023 UJ Prize Winner of the 2023 Sunday Times Literary Award An extraordinary, ambitious, globe-spanning novel about what we owe our consciences Fleeing her moribund marriage in Cape Town, Beth accepts a diplomatic posting to Shanghai. In this anonymous city she hopes to lose herself in books, wine, and solitude, and to dodge whatever pangs of conscience she feels for her fealty to a South African regime that, by the 21st century, has betrayed its early promises. At night, she hears the sound of typing, and then late one evening Zhao arrives at her door. They explore hidden Shanghai and discover a shared love of Langston Hughes--who had his own Chinese and African sojourns. But then Zhao vanishes, and a typewritten manuscript--chunk by chunk--appears at her doorstep instead. The truths unearthed in this manuscript cause her to reckon with her own past, and the long-buried story of what happened to Kay, her fearless, revolutionary friend... Connecting contemporary Shanghai, late Apartheid-era South Africa, and China during the Great Leap Forward and the Tiananmen uprising--and refracting this globe-trotting and time-traveling through Hughes' confessional letters to a South African protege about the poet's time in Shanghai--How to Be a Revolutionary is an amazingly ambitious novel. It's also a heartbreaking exploration of what we owe our countries, our consciences, and ourselves.",Fiction,2022-02-08,305,en,No rating,http://books.google.co.in/books?id=bOhOEAAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=231&source=gbs_api,http://books.google.com/books/content?id=bOhOEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Three Men and a Maid Illustrated,P G Wodehouse,"Wilhelmina Billie Bennett, red-haired daughter of American millionaire Rufus, loves golf, dogs and Tennyson and is to marry Eustace Hignett, the weak, poetry-writing son of Mrs. Horace Hignett, the famous English writer on theosophy. Enter Sam Marlowe, Eustace's cousin, who plays tournament golf, and Jane Hubbard, Billie's big-game-hunting friend, and another romp in the inimitable Wodehouse style unfolds.",Uncategorized,2021-04-24,236,en,No rating,http://books.google.co.in/books?id=OV1qzgEACAAJ&dq=fiction&hl=&cd=233&source=gbs_api,http://books.google.com/books/content?id=OV1qzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Call of the Wild,Jack London,"The adventures of an unusual dog, part St. Bernard and part Scotch shepherd, that was hijacked, wound up in the Yukon Territory, and became leader of a wolf pack.",American fiction,1903,238,en,5,http://books.google.co.in/books?id=xFIYAAAAYAAJ&printsec=frontcover&dq=fiction&hl=&cd=234&source=gbs_api,http://books.google.com/books/content?id=xFIYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Geronimo Stilton, Secret Agent (Geronimo Stilton #34)",Geronimo Stilton,"Enter the world of Geronimo Stilton, where another funny adventure is always right around the corner. Each book is a fast-paced adventure with lively art and a unique format kids 7-10 will love.My sister, Thea, is the mystery-loving rodent, not me! But somehow I found myself going undercover to get to the bottom of a case. Slimy Swiss balls -- I hardly knew where to start! Geronimo Stilton, Secret Agent Mouse? Maybe I could get used to that. . . .",Juvenile Fiction,2011-11-01,138,en,5,http://books.google.co.in/books?id=qlZ_9hBHHjsC&printsec=frontcover&dq=fiction&hl=&cd=235&source=gbs_api,http://books.google.com/books/content?id=qlZ_9hBHHjsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dawn on the High Mountain,Pamela Kent,"Carey, much like the heroine of a Cinderella story, was cheated by her unscrupulous step-mother of the comfortable income that should have been hers. But Doctor Kurt Anton, who offered her a job in his Vienna clinic to help her out, was utterly unlike the Prince Charming of fiction, so clearly did he despise her. Pamela Kent is a pseudonym of Ida Pollock (1908 – 2013), a highly successful British writer of over 125 romance novels translated into numerous languages and published across the world. Ida Pollock has sold millions of copies over her 90-year career. Pollock began writing when she was 10 years old. Ida has travelled widely, living in several different countries. She continues to be popular amongst both her devoted fan base and new readers alike. Pollock has been referred to as the ""world's oldest novelist"" who was still active at 105 and continued writing until her death. On the occasion of her 105th birthday, Pollock was appointed honorary vice-president of the Romantic Novelists' Association, having been one of its founding members. Ida Pollock wrote in a wide variety of pseudonyms: Joan M. Allen, Susan Barrie, Pamela Kent, Averil Ives, Anita Charles, Barbara Rowan, Jane Beaufort, Rose Burghley, Mary Whistler and Marguerite Bell.",Fiction,2021-09-30,154,en,No rating,http://books.google.co.in/books?id=QWhDEAAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=237&source=gbs_api,http://books.google.com/books/content?id=QWhDEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Pages,Murray Bail,"Murray Bail’s first novel since Eucalyptus is a beguiling meditation on friendship and love, on men and women, on landscape and the difficulties of thought itself. What are THE PAGES? On a family sheep station in the interior of Australia, a brother and sister work the property while their reclusive brother Wesley Antill, spends years toiling away in one of the sheds, writing a philosophy. Now he has died. Erica, a philosopher, is sent from Sydney to appraise his work. Accompanying her is Sophie who needs a distraction from a string of failed relationships. Her field is psychoanalysis. These two women, each with a different view of the world, meet a situation they have not experienced before — with surprising results. From the Hardcover edition.",Brothers and sisters,2009-08-06,208,en,No rating,http://books.google.co.in/books?id=bzP3XwAACAAJ&dq=fiction&hl=&cd=238&source=gbs_api,http://books.google.com/books/content?id=bzP3XwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Blazing World Illustrated,Margaret Cavendish,"The Blazing World, is a 1666 work of prose fiction by the English writer Margaret Cavendish, the Duchess of Newcastle. Feminist critic Dale Spender calls it a forerunner of science fiction. It can also be read as a utopian work",Uncategorized,2020-12-12,138,en,No rating,http://books.google.co.in/books?id=KScczgEACAAJ&dq=fiction&hl=&cd=239&source=gbs_api,http://books.google.com/books/content?id=KScczgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Public library and other stories,Ali Smith,"A richly inventive new collection of stories from Ali Smith, author of How to be both, winner of the Baileys Women's Prize and the Costa Novel Award and shortlisted for the Man Booker Prize Why are books so very powerful? What do the books we've read over our lives - our own personal libraries - make of us? What does the unravelling of our tradition of public libraries, so hard-won but now in jeopardy, say about us? The stories in Ali Smith's new collection are about what we do with books and what they do with us: how they travel with us; how they shock us, change us, challenge us, banish time while making us older, wiser and ageless all at once; how they remind us to pay attention to the world we make. Public libraries are places of joy, freedom, community and discovery - and right now they are under threat from funding cuts and widespread closures across the UK and further afield. With this brilliantly inventive collection, Ali Smith joins the campaign to save our public libraries and celebrate their true place in our culture and history.",Fiction,2015-11-05,240,en,No rating,http://books.google.co.in/books?id=bwfGCQAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=241&source=gbs_api,http://books.google.com/books/content?id=bwfGCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Wonders,Elena Medel,"""Through the rich inner lives of two ordinary, unforgettable women, award-winning Spanish poet Elena Medel brings a half-century of the feminist movement to life, revealing the simmering truth that money is ultimately the limiting factor in most women's lives""--",Fiction,2022-03,241,en,No rating,http://books.google.co.in/books?id=g9pGEAAAQBAJ&dq=fiction&hl=&cd=244&source=gbs_api,http://books.google.com/books/content?id=g9pGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Still Writing,Dani Shapiro,"This national bestseller from celebrated novelist and memoirist Dani Shapiro is an intimate and eloquent companion to living a creative life. Through a blend of memoir, meditation on the artistic process, and advice on craft, Shapiro offers her gift to writers everywhere: a guide of hard-won wisdom and advice for staying the course. In the ten years since the first edition, Still Writing has become a mainstay of creative writing classes as well as a lodestar for writers just starting out, and above all, an indispensable almanac for modern writers.",Reference,2013-10-01,203,en,3,http://books.google.co.in/books?id=HgfEMgc8RWwC&printsec=frontcover&dq=fiction&hl=&cd=245&source=gbs_api,http://books.google.com/books/content?id=HgfEMgc8RWwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gilded Cage,Camilla Läckberg,"‘A sexy, sensational novel with intoxicating vengeance and an unexpected tenderness’ No. 1 Sunday Times bestselling author Karin Slaughter",Fiction,2020-04-02,352,en,No rating,http://books.google.co.in/books?id=5l6vDwAAQBAJ&printsec=frontcover&dq=fiction&hl=&cd=246&source=gbs_api,http://books.google.com/books/content?id=5l6vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
