Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
A Purple Place for Dying,John Dann MacDonald,"A Purple Place for Dying is the third book in John MacDonald's Travis McGee series, and McGee comes upon his most troubling case yet. McGee is brought to the Midwest by a big, brassy, bossy Blonde who needs help. Mona Yeoman suspects that her husband has pilfered her trust fund, and she wants a divorce. McGee's job is to find out what happened to the money. McGee doesn't particularly like Yeoman, but is tempted to take the case because he needs the money. But before he even has a chance to say yes, Mona is murdered right in front of his eyes, and this changes everything. What makes things even more mysterious is that her body disappears when the police are called to the scene of the crime.",Detective and mystery stories,1995,241,en,No rating,http://books.google.co.in/books?id=UEAfl4Qwb1AC&dq=subject:mystery&hl=&cd=148&source=gbs_api,http://books.google.com/books/content?id=UEAfl4Qwb1AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Deadly Decisions,Kathy Reichs,"Temperance Brennan, forensic anthropologist for Quebec, is abruptly recalled from a course she is teaching at Quantico for a gruesome duty.","Brennan, Temperance (Fictitious character)",2011,418,en,No rating,http://books.google.co.in/books?id=9L7b7j7ZMjUC&dq=subject:mystery&hl=&cd=150&source=gbs_api,http://books.google.com/books/content?id=9L7b7j7ZMjUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Other Daughter,Lisa Gardner,"What you don't know can kill you. In Texas a serial killer is executed, taking to his grave the identity of his only child. In Boston a nine-year-old girl is abandoned in a hospital, then adopted by a wealthy young couple. Twenty years later, Melanie Stokes still considers herself lucky. Until... Until the terrifying visions begin. Until a has-been reporter starts investigating her past. Until the first note arrives saying YOU GET WHAT YOU DESERVE. Melanie had lost all memory of her life before the adoption, and now someone wants to give it back. Even if it includes the darkest nightmare the Stokes family ever faced: the murder of their first daughter in Texas. As Melanie pursues every lead, chases every shadow in the search for her real identity, two seemingly unrelated events from twenty years ago will come together in a dangerous explosion of truth. And with her very life at stake, Melanie will fear that the family she loves the most may be the people she should trust the least.",Adoptees,2004-07-27,0,en,No rating,http://books.google.co.in/books?id=3r2OPwAACAAJ&dq=subject:mystery&hl=&cd=151&source=gbs_api,http://books.google.com/books/content?id=3r2OPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Longshot,Dick Francis,"""Fast-paced, meticulously plotted...Nobody sets up a mystery better than Dick Francis."" SAN FRANCISCO CHRONICLE Travel writer John Kendall didn't think he was doing anything too out of the ordinary when he tramped off to rural England for an interview with a successful race horse trainer. Soon enough, however, Kendall realizes that completing the book will be tricky at best. In fact, the perils described in his survival manuals pale next to the dangers in rural England.... Selected by the Literary Guild, the Mystery Guild, and Doubleday Book Club",Fiction,1990,328,en,No rating,http://books.google.co.in/books?id=GnDKmBn_RKgC&dq=subject:mystery&hl=&cd=152&source=gbs_api,http://books.google.com/books/content?id=GnDKmBn_RKgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ten Big Ones,Janet Evanovich,Bounty hunter Stephanie Plum witnesses a gang-executed robbery and police officer shooting and finds herself targeted by a California-based killer looking to claim the price that is subsequently placed on her head.,Fiction,2005-06-21,356,en,No rating,http://books.google.co.in/books?id=bHnbJDHrx7kC&dq=subject:mystery&hl=&cd=153&source=gbs_api,http://books.google.com/books/content?id=bHnbJDHrx7kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret of Red Gate Farm,Carolyn Keene,No description available,Uncategorized,1961,157,en,No rating,http://books.google.co.in/books?id=t1fnAAAACAAJ&dq=subject:mystery&hl=&cd=154&source=gbs_api,http://books.google.com/books/content?id=t1fnAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Eleven on Top,Janet Evanovich,"Hoping to discontinue her career as a bounty hunter for something safer, Stephanie Plum is inadvertently drawn into a case that is complicated by her tangled love life, her chaotic family, and her penchant for wrecking cars.",Fiction,2006-06-20,374,en,4.5,http://books.google.co.in/books?id=mDqo5tOti0cC&dq=subject:mystery&hl=&cd=155&source=gbs_api,http://books.google.com/books/content?id=mDqo5tOti0cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Body of Evidence,Patricia Cornwell,"A reclusive writer is dead. And her final manuscript has disappeared ... Someone is stalking Beryl Madison. Someone who spies on her and makes threatening, obscene phone-calls. Terrified, Beryl flees to Key West - but eventually she must return to her Richmond home. The very night she arrives, Beryl inexplicably invites her killer in ... Thus begins for Dr Kay Scarpetta the investigation of a crime that is as convoluted as it is bizarre. Why would Beryl open the door to someone who brutally slashed and then nearly decapitated her? Did she know her killer? Adding to the intrigue is Beryl's enigmatic relationship with a prize-winning author and the disappearance of her own manuscript. As Scarpetta retraces Beryl's footsteps, an investigation that begins in the laboratory with microscopes and lasers leads her deep into a nightmare that soon becomes her own. For more about Patricia Cornwell and her books visit her website at www.patricia-cornwell.com",Detective and mystery stories,1992,387,en,No rating,http://books.google.co.in/books?id=IpBnQgAACAAJ&dq=subject:mystery&hl=&cd=156&source=gbs_api,http://books.google.com/books/content?id=IpBnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Bone to Pick,Charlaine Harris,"A Bone To Pick by Charlaine Harris released on Nov 24, 1993 is available now for purchase.",Fiction,1994,260,en,No rating,http://books.google.co.in/books?id=M8FYp0MgVBgC&dq=subject:mystery&hl=&cd=159&source=gbs_api,http://books.google.com/books/content?id=M8FYp0MgVBgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
To the Nines,Janet Evanovich,"Pursuing a skip, Stephanie travels to Las Vegas, where she meets up with Sally Sweet, Joe Morelli, and Ranger, and works to outmaneuver a trio of mobsters who are determined to prevent Stephanie's return home.",Fiction,2004-06-14,360,en,4,http://books.google.co.in/books?id=Mt90K-0Jty4C&dq=subject:mystery&hl=&cd=160&source=gbs_api,http://books.google.com/books/content?id=Mt90K-0Jty4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ordeal by Innocence,Unknown Author,No description available,Mystery,1949,No page count available,en,No rating,http://books.google.co.in/books?id=hNR6NQEACAAJ&dq=subject:mystery&hl=&cd=164&source=gbs_api,No thumbnail available
Nancy Drew in the Clue of the Tapping Heels,Carolyn Keene,No description available,Uncategorized,1984,478,en,No rating,http://books.google.co.in/books?id=DklJAAAACAAJ&dq=subject:mystery&hl=&cd=166&source=gbs_api,No thumbnail available
Destination Unknown,Agatha Christie,"In Paris, brilliant nuclear physicist Tom Betterton simply vanishes - the latest in an odd series of disappearing scientists. Defections? Kidnappings? A discreet London office wants to know ... In Morocco, beatuiful, bereft Hilary Craven accepts a reckless and top-secret assignment. She agrees to pass as Betterton's wife, on a journey to the heart of a global conspiracy - where mere suspicion means instant murder.",Detective and mystery stories,1955,0,en,No rating,http://books.google.co.in/books?id=7ZG-rQEACAAJ&dq=subject:mystery&hl=&cd=167&source=gbs_api,No thumbnail available
Monday Mourning,Kathy Reichs,"A gripping Temperance Brennan novel from world-class forensic anthropologist Kathy Reichs, the international no. 1 bestselling crime thriller writer and the inspiration behind the hit TV series Bones. Three skeletons are found in a Montreal basement. The building is old, and the homicide detective in charge dismisses the remains as historic. Not his case. Not his concern. Forensic anthropologist Dr Temperance Brennan is not so sure. Something about the bones of these three young women suggests a different message: murder. Soon she finds herself drawn ever deeper into a web of evil from which there may be no escape. Three women have disappeared, never to return. Will Tempe be next?","Brennan, Temperance (Fictitious character)",2004,305,en,No rating,http://books.google.co.in/books?id=tgtHPgAACAAJ&dq=subject:mystery&hl=&cd=169&source=gbs_api,http://books.google.com/books/content?id=tgtHPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Payment in Blood,Elizabeth George,Inspector Thomas Fynley of Scotland Yard is possessed by a fierce attraction to a murder suspect while investigating the savage slaying of a controversial playwright,Fiction,1990,374,en,3.5,http://books.google.co.in/books?id=4KtdHlAt40cC&dq=subject:mystery&hl=&cd=170&source=gbs_api,http://books.google.com/books/content?id=4KtdHlAt40cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Call for the Dead,John Le Carré,"Featuring an introduction by the author, this is a paperback reissue of the debut novel that introduces one of the most popular characters in espionage fiction: George Smiley. Copyright © Libri GmbH. All rights reserved.",Detective and mystery stories,1979,172,en,4,http://books.google.co.in/books?id=NR-oAAAAIAAJ&dq=subject:mystery&hl=&cd=172&source=gbs_api,http://books.google.com/books/content?id=NR-oAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Farewell, My Lovely",Raymond Chandler,Kriminalroman.,Detective and mystery stories,1968,232,en,No rating,http://books.google.co.in/books?id=zuXFQgAACAAJ&dq=subject:mystery&hl=&cd=173&source=gbs_api,No thumbnail available
The Mystery of the Missing Man,Enid Blyton,No description available,Mystery,1958,139,en,No rating,http://books.google.co.in/books?id=XgwRNgAACAAJ&dq=subject:mystery&hl=&cd=174&source=gbs_api,No thumbnail available
The Kachina Doll Mystery,Carolyn Keene,"At a fitness ranch in Arizona, Nancy discovers the reason for mysterious accidents thought to result from a curse put on the place by Hopi Indians.",Hopi Indians,1981,187,en,No rating,http://books.google.co.in/books?id=JESXAAAACAAJ&dq=subject:mystery&hl=&cd=175&source=gbs_api,No thumbnail available
The Spy who Came in from the Cold,John Le Carré,Five stories.,Adventure stories,1979,832,en,3,http://books.google.co.in/books?id=svM9veD84DgC&dq=subject:mystery&hl=&cd=176&source=gbs_api,No thumbnail available
The Crooked Banister,Carolyn Keene,No description available,Uncategorized,1971,159,en,No rating,http://books.google.co.in/books?id=87-5AAAACAAJ&dq=subject:mystery&hl=&cd=177&source=gbs_api,http://books.google.com/books/content?id=87-5AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Wilful Behaviour,Donna Leon,"When one of his wife Paola's students approaches him with the story of a crime supposedly committed by her grandfather, Commissario Brunetti thinks little of it. But when she is found dead, she is no longer just Paola's student - she is Brunetti's case (publisher)","Brunetti, Guido (Fictitious character)",2003,372,en,No rating,http://books.google.co.in/books?id=1q9y3J40susC&dq=subject:mystery&hl=&cd=179&source=gbs_api,http://books.google.com/books/content?id=1q9y3J40susC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Special Topics in Calamity Physics,Marisha Pessl,"Med afstikkere i alle litteraturens og videnskabens retninger fortælles om det år, da den 16-årige Blue van Meer begynder at sætte spørgsmålstegn ved det liv, hun og hendes akademikerfar har levet i overlegen intellektuel foragt for alle undermålerne",Uncategorized,2007-05,736,en,No rating,http://books.google.co.in/books?id=PuVnPgAACAAJ&dq=subject:mystery&hl=&cd=180&source=gbs_api,http://books.google.com/books/content?id=PuVnPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Swami's Ring,Carolyn Keene,"Originally published: New York: Simon & Schuster, 1981.",Uncategorized,1981,192,en,No rating,http://books.google.co.in/books?id=Uk_OOQAACAAJ&dq=subject:mystery&hl=&cd=181&source=gbs_api,No thumbnail available
Turbo Twenty-three,Janet Evanovich,"Bounty hunter Stephanie Plum receives support from prostitute-turned-bounty hunter Lula, gun-toting Grandma Mazur, on-again-off-again paramour Joe Morelli, and mentor Ranger.",Fiction,2016,305,en,No rating,http://books.google.co.in/books?id=IuGHDQAAQBAJ&dq=subject:mystery&hl=&cd=182&source=gbs_api,http://books.google.com/books/content?id=IuGHDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Cat and Mouse,James Patterson,"Alex Cross is back--with a cast of characters more sinister and deadly than ever. With a dying ex-con looking for revenge on Cross, an insane killer being chased by the most ruthless agent in the FBI, and the body count on the rise, tension is at its highest. The questions that keep the pages turning are: who is the cat and who is the mouse? What and where is the final trap? And who, if anyone, will survive? Copyright © Libri GmbH. All rights reserved.",African American police,1998-02,768,en,No rating,http://books.google.co.in/books?id=cTA5vQEACAAJ&dq=subject:mystery&hl=&cd=183&source=gbs_api,No thumbnail available
Déjà Dead,Kathy Reichs,"Features Dr. Temperance Brennan, a forensic anthropologist who is called in when bones discovered are too decomposed for a standard autopsy. Brennan believes a serial killer is at work but has trouble convincing the police.","Brennan, Temperance (Fictitious character)",1998-01,411,en,No rating,http://books.google.co.in/books?id=Uo_APgAACAAJ&dq=subject:mystery&hl=&cd=184&source=gbs_api,No thumbnail available
From Potter's Field,Patricia Daniels Cornwell,Dr. Kay Scarpetta matches wits with a sadistic killer who infiltrates the FBI's top-secret artificial intelligence system and closes in on Scarpetta herself,Fiction,1996,390,en,No rating,http://books.google.co.in/books?id=-5IjAhgWwrYC&dq=subject:mystery&hl=&cd=185&source=gbs_api,http://books.google.com/books/content?id=-5IjAhgWwrYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Fatal Voyage - Book 4 - Temperance Brennan,Kathy Reichs,"When forensic anthropologist Temperance Brennan joins the Disaster Mortuary Operational Response Team mobilized to investigate an airplane crash in North Carolina's Smoky Mountains, she literally stumbles on a body part that doesn't match up with the remains of any of the plane's passengers. The leg she grabs out of the jaws of a coyote feeding on the carnage scattered around the site belongs to an unidentified elderly man, and seems to have no connection with the disaster. But an abandoned hunting lodge near the crash site does, although before Tempe can figure out exactly how they're linked, she's pulled off the DMORT unit and forced to stand idly by as her professional reputation goes up in flames.",Uncategorized,2001,No page count available,en,No rating,http://books.google.co.in/books?id=GwmrswEACAAJ&dq=subject:mystery&hl=&cd=186&source=gbs_api,No thumbnail available
The Mystery of the Brass-Bound Trunk,Carolyn Keene,No description available,Uncategorized,1984,157,en,No rating,http://books.google.co.in/books?id=ostINwAACAAJ&dq=subject:mystery&hl=&cd=187&source=gbs_api,No thumbnail available
Presumed Guilty,Tess Gerritsen,"Miranda's ex-lover is found murdered. She had a motive and the opportunity. After being arrested for the crime, Miranda is shocked to learn she's been released on bail--bail posted by someone determined to remain anonymous. Is someone trying to help Miranda? Or is someone trying to manipulate Miranda and draw her into the dark and secret world of a murdered man, where everybody's presumed guilty?",Maine,1997,0,en,No rating,http://books.google.co.in/books?id=Y75HPwAACAAJ&dq=subject:mystery&hl=&cd=188&source=gbs_api,No thumbnail available
Bones to Ashes,Kathy Reichs,"""The skeleton is that of a young girl, no more than fourteen years old - and forensic anthropologist Dr Temperance Brennan is struggling to keep her emotions in check. Coroner Yves Bradette is being evasive, insisting the bones are ancient and of no interest. But it doesn't quite add up, and a frustrated Tempe is convinced that Bradette is hiding something... Detective Andrew Ryan is working a series of parallel cases, and requires Tempe's forensic expertise. Three missing persons, three unidentifed bodies - all female, all early-to-mid teens. Could there be a serial killer at work? Is Bradette's skeleton another in this tragic line of young victims?... Working on instinct, Tempe takes matters into her own hands. But she couldn't have predicted where this case would lead, or the horrors it would eventually uncover."" --Book Jacket.","Brennan, Temperance (Fictitious character)",2007,310,en,No rating,http://books.google.co.in/books?id=ztVvtgAACAAJ&dq=subject:mystery&hl=&cd=190&source=gbs_api,No thumbnail available
The Rockingdown Mystery,Enid Blyton,The Barney books series - No. 1.,Uncategorized,1963,256,en,No rating,http://books.google.co.in/books?id=XIJDngEACAAJ&dq=subject:mystery&hl=&cd=191&source=gbs_api,No thumbnail available
The Flying Saucer Mystery,Carolyn Keene,"Nancy and her friends, in search of information about a UFO, become involved in another mystery involving the inheritance of an old man who lives in the forest.","Drew, Nancy (Fictitious character)",1988-02,176,en,No rating,http://books.google.co.in/books?id=WE0qAQAACAAJ&dq=subject:mystery&hl=&cd=192&source=gbs_api,No thumbnail available
Pop Goes the Weasel,James Patterson,"Alex Cross calls them the Jane Doe murders. Each body has been dumped, abandoned without clothes, without ID. There is no set pattern to the killings and officially they are unconnected. But Alex knows that one man is responsible, a man who's living dangerously a new enemy he's named Weasel.","Cross, Alex (Fictitious character)",2001,449,en,No rating,http://books.google.co.in/books?id=fgyjPwAACAAJ&dq=subject:mystery&hl=&cd=193&source=gbs_api,No thumbnail available
The Anastasia Syndrome,Mary Higgins Clark,"Trapped in her seventeeth-century past, a brilliant writer exacts an ancient revenge in the twentieth... A child wanders, lost and alone, in the maze of New York... A lottery ticket turns up a winning combination of love and death...",Manners and customs,1990,290,en,No rating,http://books.google.co.in/books?id=fO-g6wxFAGkC&dq=subject:mystery&hl=&cd=194&source=gbs_api,http://books.google.com/books/content?id=fO-g6wxFAGkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Whispering Statue,Carolyn Keene,"Nancy and her friends establish headquarters in a seaside yacht club to investigate the disappearance of a marble statue. In this story is the first appearance of Nancy's dog, Togo.",Uncategorized,1970,160,en,No rating,http://books.google.co.in/books?id=85XENwAACAAJ&dq=subject:mystery&hl=&cd=195&source=gbs_api,No thumbnail available
Secrets Can Kill,Carolyn Keene,No description available,Detective and mystery stories,1986,152,en,No rating,http://books.google.co.in/books?id=EYcNAQAACAAJ&dq=subject:mystery&hl=&cd=196&source=gbs_api,No thumbnail available
Everybody Dies,Lawrence Block,"Matt Scudder is finally leading a comfortable life. The crime rate's down and the stock market's up. Gentrification's prettying-up the old neighborhood. The New York streets don't look so mean anymore. Then all hell breaks loose. Scudder quickly discovers the spruced-up sidewalks are as mean as ever, dark and gritty and stained with blood. He's living in a world where the past is a minefield, the present is a war zone, and the future's an open question. It's a world where nothing is certain and nobody's safe, a random universe where no one's survival can be taken for granted. Not even his own. A world where everybody dies.",Detective and mystery stories,1999,408,en,No rating,http://books.google.co.in/books?id=pzCqPwAACAAJ&dq=subject:mystery&hl=&cd=197&source=gbs_api,No thumbnail available
The Silver Cobweb,Carolyn Keene,No description available,Uncategorized,1984,204,en,No rating,http://books.google.co.in/books?id=ziGVAAAACAAJ&dq=subject:mystery&hl=&cd=198&source=gbs_api,No thumbnail available
A Cry in the Night,Mary Higgins Clark,No description available,Large type books,1984,317,en,No rating,http://books.google.co.in/books?id=IZ2CQgAACAAJ&dq=subject:mystery&hl=&cd=199&source=gbs_api,No thumbnail available
The Clue in the Old Album,Carolyn Keene,"At a doll collector's request for help, a young sleuth searches for an old album, a lost doll, and a missing gypsy violinist.",Juvenile Fiction,1947,218,en,No rating,http://books.google.co.in/books?id=ZgLMcAAACAAJ&dq=subject:mystery&hl=&cd=200&source=gbs_api,No thumbnail available
The Man in the Brown Suit,Agatha Christie,"Everybody has been at me, right and left, to write this story from the great (represented by Lord Nasby) to the small (represented by our late maid of all work, Emily, whom I saw when I was last in England.","Fiction, Mystery, English literature, Fiction, mystery & detective, general, French fiction, English Detective and mystery stories, London (england), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, international crime & mystery, Fiction, mystery & detective, amateur sleuth, Fiction, mystery & detective, women sleuths, South Africa -- Fiction, Detective and mystery stories, London (England) -- Fiction, Murder -- Investigation -- Fiction, Women adventurers, Fiction, thrillers, general, Race, colonel johnny (fictitious character), fiction",1924,No page count available,"pol, ita, por, fre, eng, ger, dut, chi, spa, gre",No rating,https://openlibrary.org/works/OL472549W,https://covers.openlibrary.org/b/id/11153508-M.jpg
They Do It with Mirrors,Agatha Christie,Mrs. Van Rydock moved a little back from the mirror and sighed.,"Fiction, Jane Marple (Fictitious character), Women detectives, Detective and mystery stories, Mystery, Marple, jane (fictitious character), fiction, England, fiction, Fiction, mystery & detective, general, English literature, Fiction, mystery & detective, traditional, Fiction, mystery & detective, women sleuths, English language",1952,No page count available,"spa, chi, ita, pol, ara, fre, ger, eng, heb",No rating,https://openlibrary.org/works/OL471871W,https://covers.openlibrary.org/b/id/10249524-M.jpg
At Bertram's Hotel,Agatha Christie,"In the heart of the West End, there are many quiet pockets, unknown to almost all but taxi drivers who traverse them with expert knowledge, and arrive triumphantly thereby at Park Lane, Berkeley Square, or South Audley Street.","Fiction, Jane Marple (Fictitious character), Women detectives, Older women, History, Hotels, Mystery, Detective and mystery stories, Mystery fiction, Marple, Jane (Fictitious character), Fiction, mystery & detective, traditional, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, women sleuths, England, fiction, English literature, Fiction, mystery & detective, general",1965,No page count available,"chi, fre, ita, spa, ger, pol, eng",No rating,https://openlibrary.org/works/OL265415W,https://covers.openlibrary.org/b/id/6379981-M.jpg
4:50 from Paddington,Agatha Christie,Mrs. McGillicuddy panted along the platform in the wake of the porter carrying her suitcase.,"Fiction, Mystery, Jane Marple (Fictitious character), Fiction, mystery & detective, general, Marple, jane (fictitious character), fiction, English literature, English language, Fiction, mystery & detective, traditional, Murder, Investigation, Meurtre, Romans, nouvelles, Mystery fiction, Homicide, Fiction, mystery & detective, women sleuths, England, fiction, series:Miss_Marple, Women detectives",1957,No page count available,"dut, fre, pol, ger, ara, hin, eng, vie, hun, spa, chi, rus, ita",No rating,https://openlibrary.org/works/OL471500W,https://covers.openlibrary.org/b/id/13151352-M.jpg
After the Funeral,Agatha Christie,"OLD Lanscombe moved totteringly from room to room, pulling up the blinds.","Fiction, Mystery, Hercule Poirot (Fictitious character), Private investigators, Belgians, Mystery and detective stories, England, fiction, Fiction, mystery & detective, traditional, Private investigators, fiction, Belgium, fiction, Fiction, mystery & detective, general, Fiction, crime, English literature, Détectives, Romans, nouvelles",1953,No page count available,"fre, ita, gre, por, spa, ger, eng",No rating,https://openlibrary.org/works/OL471943W,https://covers.openlibrary.org/b/id/12996535-M.jpg
Peril at End House,Agatha Christie,"NO seaside town in the south of England is, I think, as attractive as St. Loo.","Captain Hastings (Fictitious character), English Detective and mystery stories, Fiction, Hercule Poirot (Fictitious character), Mystery, Private investigators, Detective and mystery stories, English literature, English language, Fiction, mystery & detective, general, Private investigators, fiction, Poirot, hercule (fictitious character), fiction, London (england), fiction, England, fiction, Fiction, mystery & detective, traditional",1932,No page count available,"dut, fre, ger, spa, ita, eng",No rating,https://openlibrary.org/works/OL472165W,https://covers.openlibrary.org/b/id/12996556-M.jpg
Murder in Three Acts,Agatha Christie,"MR. Satterthwaite sat on the terrace of Crow's Nest and watched his host, Sir Charles Cartwright, climbing up the path from the sea.","Fiction, Hercule Poirot (Fictitious character), Murder in fiction, Murder, Private investigators, Private investigators in fiction, Detective and mystery stories, Mystery and detective stories, Investigation, Mystery, Fiction, mystery & detective, general, Poirot, hercule (fictitious character), fiction, Private investigators, fiction, Large type books, English Detective and mystery stories, English literature, Actors, Detective and mystery fiction, Literatura inglesa, Romance policial, Zhen tan xiao shuo, Chang pian xiao shuo, Fiction, mystery & detective, traditional, England, fiction",1934,No page count available,"chi, ger, eng, spa, jpn, ara, pol, fre",No rating,https://openlibrary.org/works/OL471765W,https://covers.openlibrary.org/b/id/6874620-M.jpg
Five Little Pigs,Agatha Christie,Hercule Poirot looked with interest and appreciation at the young woman who was being ushered into the room.,"Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Open Library Staff Picks, Fiction, Mystery, Large type books, Murder, Investigation, False imprisonment, Mothers and daughters, English literature, Fiction, mystery & detective, general, Poirot, hercule (fictitious character), fiction, Private investigators, fiction, England, fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, women sleuths",1942,No page count available,"chi, fre, ita, spa, ger, heb, eng",No rating,https://openlibrary.org/works/OL471666W,https://covers.openlibrary.org/b/id/14578138-M.jpg
Sleeping Murder,Agatha Christie,"Gwenda Reed stood, shivering a little, on the quay-side.","Fiction, Jane Marple (Fictitious character), Women detectives, Women detectives in fiction, Mystery, Large type books, English Detective and mystery stories, Translations into French, English literature, Fiction, mystery & detective, traditional, Fiction, mystery & detective, women sleuths, Marple, jane (fictitious character), fiction, England, fiction, Detective and mystery stories, Inspectrices de police, Romans, nouvelles",1940,No page count available,"chi, fre, ger, spa, ita, tur, eng",No rating,https://openlibrary.org/works/OL472250W,https://covers.openlibrary.org/b/id/10247294-M.jpg
Poirot investigates,Agatha Christie,I was standing at the window of Poirot's rooms looking out idly on the street below.,"Hercule Poirot (Fictitious character), Private investigators, Chief Inspector Japp (Fictitious character), Belgians, English Detective and mystery stories, Detective and mystery stories, Fiction, Captain Hastings (Fictitious character), English Short stories, Historical Fiction, Mystery, Romance, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, short stories, Fiction, mystery & detective, collections & anthologies, Fiction, crime, Fiction, mystery & detective, historical, Private investigators -- England -- Fiction, Detective and mystery stories, English, Belgians -- England -- Fiction, Poirot, Hercule (Fictitious character) -- Fiction, Murder, Investigation, Meurtre, Romans, nouvelles, Enquêtes, Fiction, mystery & detective, general, Private investigators, fiction, Fiction, general, Fiction, short stories (single author), Mind and body, Social sciences",1924,No page count available,"eng, fre, ger, und, chi, dut, ita, spa",No rating,https://openlibrary.org/works/OL471940W,https://covers.openlibrary.org/b/id/13670505-M.jpg
Curtain,Agatha Christie,WHO is there who has not felt a sudden startled pang at reliving an old experience or feeling an old emotion?,"Fiction, Hercule Poirot (Fictitious character), Private investigators, Detective and mystery stories, Murderers, Country homes, English Detective and mystery stories, English fiction, Mystery, Large type books, Russian language edition, Private investigators in fiction, Fiction, mystery & detective, traditional, Poirot, hercule (fictitious character), fiction, England, fiction, Hastings, arthur, captain (fictitious character), fiction, Detectives, Détectives, Romans, nouvelles, Hercule Poirot (Fictional character), Mystery fiction, English literature, Fiction, mystery & detective, general, Private investigators, fiction",1975,No page count available,"chi, fre, gre, jpn, rus, vie, por, spa, ger, pol, eng",No rating,https://openlibrary.org/works/OL472470W,https://covers.openlibrary.org/b/id/12387503-M.jpg
Murder on the Links,Agatha Christie,"I believe that a well-known anecdote exists to the effect that a young writer, determined to make the commencement of his story forcible and original enough to catch and rivet the attention of the most blasé of editors, penned the following sentence: "" 'Hell!' said the Duchess.""","Fiction, Hercule Poirot (Fictitious character), Private investigators, Murder, Investigation, English Detective and mystery stories, Mystery, Golf courses, English literature, Identity, English fiction, England, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, Private investigators, fiction, Fiction, thrillers, crime, Fiction, mystery & detective, private investigators, Poirot, Hercule (Fictitious character)--Fiction, Private investigators--England--Fiction, Fiction, thrillers, suspense, Fiction, mystery & detective, general, Fiction, historical, general, Comics & graphic novels, crime & mystery, Comic books, strips, Fiction, general",1923,No page count available,"und, ger, spa, por, ita, fre, chi, pol, eng",No rating,https://openlibrary.org/works/OL472073W,https://covers.openlibrary.org/b/id/14582832-M.jpg
The Body in the Library,Agatha Christie,Mrs. Bantry was dreaming.,"Fiction, Mystery, Women detectives, Detective and mystery stories, Jane Marple (Fictitious character), Agatha Christie, Miss Marple, Series, British, Female, Amateur, Detective, Classic, Literature, Audiobook, Murder, Suspense, Humour, Marple, Jane (Personaje literario), Mujeres detectives, Ficcion, Policier, Romans pour la jeunesse, English language, English literature, Fiction, mystery & detective, women sleuths, England, fiction, Marple, jane (fictitious character), fiction, Fiction, mystery & detective, general, Fiction, mystery & detective, traditional, English Detective and mystery stories, Inspectrices de police, Romans, nouvelles",1942,No page count available,"tur, fre, ita, dut, spa, ger, pol, eng",No rating,https://openlibrary.org/works/OL471610W,https://covers.openlibrary.org/b/id/12855259-M.jpg
Appointment with Death,Agatha Christie,"""YOU do see, don't you, that she's go to be killed?""","Belgians, Belgians in fiction, Fiction, Fiction inEnglish, Hercule Poirot (Fictitious character), Private investigators, Private investigators in fiction, Detective and mystery stories, English Detective and mystery stories, Americans, Mystery, Novela policíaca, Poirot, Hercule (Personaje literario), Ficción, Israel, fiction, Jerusalem, fiction, Poirot, hercule (fictitious character), fiction, Fiction, mystery & detective, traditional, English fiction, Large type books, English literature, Private investigators, fiction, Fiction, mystery & detective, general",1938,No page count available,"hin, chi, ita, fre, spa, und, ger, pol, eng",No rating,https://openlibrary.org/works/OL471667W,https://covers.openlibrary.org/b/id/14561660-M.jpg
