Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
The Light of Asia Or the Great Renunciation,Edwin Arnold,No description available,History,1890,338,en,No rating,http://books.google.co.in/books?id=Ae2MBqG9bGkC&printsec=frontcover&dq=subject:poetry&hl=&cd=1&source=gbs_api,http://books.google.com/books/content?id=Ae2MBqG9bGkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Iliad & Odyssey,Homer,"No home library is complete without the classics! Iliad & Odyssey brings together the two essential Greek epics from the poet Homer in an omnibus edition-a keepsake to be read and treasured. The Iliad and The Odyssey are two of the oldest works of Western literature--yet these ancient myths still offer powerful lessons for our times. From the fascinating fall of Troy to Odysseus' perilous journey home, from the gods and goddesses to the Sirens and the suitors, the events and characters of these epic tales captivate us, teach us, and inspire us. Their influence can be seen far and wide, from James Joyce's Ulysses to the movie sensation Troy, starring Brad Pitt. Whether you've read Homer's original stories or you've only enjoyed their modern-day descendants, you'll love this Canterbury Classics edition of Iliad & Odyssey, and will be moved by these magical works. A classic keepsake for fans of Greek mythology, as well as all great literature, Iliad & Odyssey is the perfect addition to any library.",Poetry,2012-11-15,545,en,No rating,http://books.google.co.in/books?id=6ihZDwAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=2&source=gbs_api,http://books.google.com/books/content?id=6ihZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The World's Wife,Carol Ann Duffy,"This unique collection of poems from the Poet Laureate, filled with her characteristic wit, is a feminist classic and a modern take on age-old mythology. Who? Him. The Husband. Hero. Hunk. The Boy Next Door. The Paramour. The Je t'adore. Behind every famous man is a great woman – and from the quick-tongued Mrs Darwin to the lascivious Frau Freud, from the adoring Queen Kong to the long-suffering wife of the Devil himself, each one steps from her counterpart's shadow to tell her side of the story in this irresistible collection. Original, subversive, full of imagination and quicksilver wit, The World's Wife is Poet Laureate Carol Ann Duffy at her beguiling best.",Poetry,2014-12-15,86,en,No rating,http://books.google.co.in/books?id=E_8VBAAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=3&source=gbs_api,http://books.google.com/books/content?id=E_8VBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gitanjali,Rabindranath Tagore,"Gitanjali (Song offering) is a collection of Bengali poems by the poet Rabindranath Tagore. Tagore received the Nobel Prize for Literature, largely for the book. And is part of the Collection from the UNESCO of Representative Works. The original Bengali collection of 103/157 poems was published on August 14, 1910. The English Gitanjali or Song Offerings is a collection of 103 English poems of Tagore's own English translations of his Bengali poems first published in November 1912 by the India Society of London. It contained translations of 53 poems from the original Bengali Gitanjali, as well as 50 other poems which were from his drama Achalayatan and eight other books of poetry - mainly Gitimalya (17 poems), Naivedya (15 poems) and Kheya (11 poems). The translations were often radical, leaving out or altering large chunks of the poem and in one instance fusing two separate poems (song 95, which unifies songs 89,90 of Naivedya). The translations were undertaken prior to a visit to England in 1912, where the poems were extremely well received. In 1913, Tagore became the first non-European to win the Nobel Prize for Literature, largely for the English Gitanjali. The English Gitanjali became popular in the West, and was widely translated. The word gitanjali is composed from ""geet"", song, and ""anjali"", offering, and thus means - ""An offering of songs""; but the word for offering, anjali, has a strong devotional connotation, so the title may also be interpreted as ""prayer offering of song"". William Butler Yeats wrote the introduction to the first edition",Literary Criticism,2024-02-04,0,en,No rating,http://books.google.co.in/books?id=YN2O0AEACAAJ&dq=subject:poetry&hl=&cd=4&source=gbs_api,http://books.google.com/books/content?id=YN2O0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Riverside Chaucer,"Geoffrey Chaucer, Larry Dean Benson","A re-editing of F.N. Robinson's second edition of The works of Geoffrey Chaucer published in 1957 by the team of experts at the Riverside Institute who have greatly expanded the introductory material, explanatory notes, textual notes, bibliography and glossary. The result of many years' study. The Riverside Chaucer is the most authentic and exciting edition available of Chaucer's complete works.",Christian pilgrims and pilgrimages,2008,1386,en,5,http://books.google.co.in/books?id=E4DXD7Sk7WcC&printsec=frontcover&dq=subject:poetry&hl=&cd=5&source=gbs_api,http://books.google.com/books/content?id=E4DXD7Sk7WcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Metamorphoses,Ovid,"The modern, unacademic idiom of A.D. Melville's translation opens the way to a fresh understanding of Ovid's unique and elusive vision of reality.",Literary Criticism,2008-09-11,529,en,No rating,http://books.google.co.in/books?id=UwQUDAAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=6&source=gbs_api,http://books.google.com/books/content?id=UwQUDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
50 Years of DNA,"J. Clayton, C. Dennis","Crick and Watson's discovery of the structure of DNA fifty years ago marked one of the great turning points in the history of science. Biology, immunology, medicine and genetics have all been radically transformed in the succeeding half-century, and the double helix has become an icon of our times. This fascinating exploration of a scientific phenomenon provides a lucid and engaging account of the background and context for the discovery, its significance and afterlife, while a series of essays by leading scientists, historians and commentators offers uniquely individual perspectives on DNA and its impact on modern science and society.",Literary Criticism,2016-04-30,145,en,No rating,http://books.google.co.in/books?id=p3YYDAAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=7&source=gbs_api,http://books.google.com/books/content?id=p3YYDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Prophet,Kahlil Gibran,"A 20th century classic, The Prophet is thought-provoking, comforting and wise, and its simple truths remain compelling and rewarding to this day. Utterly unique and beloved around the world, The Prophet is a collection of twenty-six poetic essays by the Lebanese artist, philosopher and writer Kahlil Gibran. Telling the story of the prophet Al-Mustafa and his conversations with various acquaintances as he returns home after a long absence, the book touches on subjects of universal concern, including love, friendship, passion, pain, religion and freedom.",Fiction,2020-10-29,No page count available,en,No rating,http://books.google.co.in/books?id=nAYBEAAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=8&source=gbs_api,http://books.google.com/books/content?id=nAYBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Pied Piper of Hamelin,Robert Browning,No description available,English poetry,1897,104,en,No rating,http://books.google.co.in/books?id=byYN6-zmaZcC&printsec=frontcover&dq=subject:poetry&hl=&cd=9&source=gbs_api,http://books.google.com/books/content?id=byYN6-zmaZcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Matthew Arnold's Sohrab and Rustum and Other Poems,Matthew Arnold,"DigiCat Publishing presents to you this special edition of ""Matthew Arnold's Sohrab and Rustum and Other Poems"" by Matthew Arnold. DigiCat Publishing considers every written word to be a legacy of humankind. Every DigiCat book has been carefully reproduced for republishing in a new modern format. The books are available in print, as well as ebooks. DigiCat hopes you will treat this work with the acknowledgment and passion it deserves as a classic of world literature.",Poetry,2022-09-16,322,en,No rating,http://books.google.co.in/books?id=PaeKEAAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=10&source=gbs_api,http://books.google.com/books/content?id=PaeKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Celebrating the Best of Urdu Poetry,Khushwant Singh,"Maangey Allah se bas itni dua hai Rashid Main jo Urdu mein vaseeyat likhoon beta parh ley All Rashid asks of Allah is just one small gift: If I write my will in Urdu, may my son be able to read it. Urdu, one of the most widely used languages in the subcontinent, is, sadly, dying a slow death in the land where it was born and where it flourished. This definitive collection spans over 200 years of Urdu poetry, celebrating well-known and relatively unknown poets alike. It is essential reading for all who love Urdu verse and for all looking for the ideal introduction.",Literary Collections,2011-11-10,214,en,No rating,http://books.google.co.in/books?id=4V5CDQAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=11&source=gbs_api,http://books.google.com/books/content?id=4V5CDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Deserted Village,Oliver Goldsmith,"""The Deserted Village"" by Oliver Goldsmith is a timeless and melancholic poem that reflects on the societal changes brought about by urbanization and the loss of rural communities. Goldsmith's evocative verses lament the transformation of the titular village, where nature's beauty and the simple joys of life have given way to industrial progress and social upheaval. This classic work captures the enduring sentiment of nostalgia for a vanishing way of life and serves as a poignant reminder of the human cost of progress.",Poetry,2023-10-26,47,en,No rating,http://books.google.co.in/books?id=wKfeEAAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=13&source=gbs_api,http://books.google.com/books/content?id=wKfeEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Rosmersholm,Henrik Ibsen,"Dramaet ""Rosmersholm"" fra 1886 anses af mange kritikere for at være Henrik Ibsens mesterværk. Det udspiller sig på en gammel herregård i det sydlige Norge, hvor den forhenværende præst Johannes Rosmer lever i et forhold med sin husholderske Rebecca West, mens konservative og liberale kræfter kæmper om magten i landet. Den norske dramatiker og digter Henrik Ibsen (1828-1906) er én af de vigtigste forfattere i Det Moderne Gennembrud og regnes som grundlæggeren af det moderne drama med skuespil, der sætter den menneskelige psykologi i centrum og kredser om den fortid, det er så umuligt at flygte fra. Ibsen er verdensberømt for skuespil som ""Et dukkehjem"", ""Peer Gynt"" og ""Hedda Gabler"", men producerede i alt over tyve dramaer, der stadig opføres på teatre over hele verden.",Poetry,2017-11-23,203,da,No rating,http://books.google.co.in/books?id=iChADwAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=14&source=gbs_api,http://books.google.com/books/content?id=iChADwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Lyrical Ballads, and Other Poems, 1797-1800",William Wordsworth,"The present edition provides the first comprehensive textual history from earliest manuscript to final lifetime printing of the poems published in the epochal Lyrical Ballads, and of contemporaneous short poems by Wordsworth (1770-1850). For those poems originally published in 1800, this edition is",History,1992,882,en,No rating,http://books.google.co.in/books?id=741bAAAAMAAJ&dq=subject:poetry&hl=&cd=15&source=gbs_api,http://books.google.com/books/content?id=741bAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Inside Paradise Lost,David Quint,"Inside ""Paradise Lost"" opens up new readings and ways of reading Milton's epic poem by mapping out the intricacies of its narrative and symbolic designs and by revealing and exploring the deeply allusive texture of its verse. David Quint’s comprehensive study demonstrates how systematic patterns of allusion and keywords give structure and coherence both to individual books of Paradise Lost and to the overarching relationship among its books and episodes. Looking at poems within the poem, Quint provides new interpretations as he takes readers through the major subjects of Paradise Lost—its relationship to epic tradition and the Bible, its cosmology and politics, and its dramas of human choice. Quint shows how Milton radically revises the epic tradition and the Genesis story itself by arguing that it is better to create than destroy, by telling the reader to make love, not war, and by appearing to ratify Adam’s decision to fall and die with his wife. The Milton of this Paradise Lost is a Christian humanist who believes in the power and freedom of human moral agency. As this indispensable guide and reference takes us inside the poetry of Milton’s masterpiece, Paradise Lost reveals itself in new formal configurations and unsuspected levels of meaning and design.",Literary Criticism,2014-02-02,342,en,No rating,http://books.google.co.in/books?id=2mmYDwAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=16&source=gbs_api,http://books.google.com/books/content?id=2mmYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Cosmos of Desire,Thomas C. Moser,A groundbreaking illumination of the creation and reception of extant erotic poetry written in Latin during the Middle Ages,History,2004,506,en,5,http://books.google.co.in/books?id=O0GfibUuYjsC&printsec=frontcover&dq=subject:poetry&hl=&cd=17&source=gbs_api,http://books.google.com/books/content?id=O0GfibUuYjsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Inferno,Dante,"An extraordinary new verse translation of Dante’s masterpiece, by poet, scholar, and lauded translator Anthony Esolen Of the great poets, Dante is one of the most elusive and therefore one of the most difficult to adequately render into English verse. In the Inferno, Dante not only judges sin but strives to understand it so that the reader can as well. With this major new translation, Anthony Esolen has succeeded brilliantly in marrying sense with sound, poetry with meaning, capturing both the poem’s line-by-line vigor and its allegorically and philosophically exacting structure, yielding an Inferno that will be as popular with general readers as with teachers and students. For, as Dante insists, without a trace of sentimentality or intellectual compromise, even Hell is a work of divine art. Esolen also provides a critical Introduction and endnotes, plus appendices containing Dante’s most important sources—from Virgil to Saint Thomas Aquinas and other Catholic theologians—that deftly illuminate the religious universe the poet inhabited.",Poetry,2005-10-25,0,en,No rating,http://books.google.co.in/books?id=Yg6NEAAAQBAJ&dq=subject:poetry&hl=&cd=18&source=gbs_api,http://books.google.com/books/content?id=Yg6NEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Divan of Hafeez,Hafeez,"DIVAN OF HAFEEZ Translation & Introduction Paul Smith This is a completely revised one volume edition of the only modern, poetic version of Hafeez's masterpiece of 791 ghazals, masnavis, ruba'is and other poems/songs. The spiritual and historical and human content is here in understandable, beautiful poetry: the correct rhyme-structure has been achieved, without intruding, in readable English. In the Introduction of 70 pages his wonderful life story is told in greater detail than anywhere else; his spirituality is explored, his influence on the life, poetry and art of the East and the West, the form and function of his poetry, and the use of his book as a worldly guide and spiritual oracle. His Divan, like the I Ching, is one of the world's Great Oracles. Included are notes to most poems, a glossary and a selected bibliography and two indexes. First published in a limited two-volume limited edition in 1986 the book quickly went out of print. Large Format Edition 7"" x 10"" 656 pages. Goethe: ""In his poetry Hafeez inscribed undeniable truth indelibly! He has no peer!"" Gertrude Bell: ""It is as if his mental Eye, endowed with wonderful acuteness of vision, had penetrated into those provinces of thought which we of a later age were destined to inhabit."" Meher Baba: ""There is no equal to Hafeez in poetry. He was a Perfect Master ... His Divan is the best book in the world because it engenders feelings which ultimately lead to illumination."" COMMENTS ON PAUL SMITH'S TRANSLATION OF HAFEEZ'S 'DIVAN'. ""It is not a joke... the English version of ALL the ghazals of Hafeez is a great feat and of paramount importance. I am astonished.."" Dr. Mir Mohammad Taghavi (Dr. of Literature) Tehran. ""Superb translations. 99% Hafiz 1% Paul Smith."" Ali Akbar Shapurzman, translator of English to Persian and knower of Hafiz's Divan off by heart. ""Smith has probably put together the greatest collection of literary facts and history concerning Hafiz."" Daniel Ladinsky (Penguin Books author). Paul Smith (b. 1945) is a poet, author and translator of many books of Sufi poets of Persian, Arabic, Urdu, Turkish and other languages including Hafeez, Sadi, Nizami, Rumi, 'Attar, Sana'i, Jahan Khatun, Obeyd Zakani, Mu'in ud-din Chishti, Amir Khusrau, Nesimi, Kabir, Anvari, Ansari, Jami, Khayyam, Hallaj, Rudaki, Yunus Emre Ghalib, Iqbal, Makhfi, Lalla Ded, Abu Nuwas, Jigar, Seemab and many others, as well as his own poetry, fiction, plays, biographies, kids books and a dozen screenplays. www.newhumanitybooks.com",Uncategorized,2018-05-23,656,en,No rating,http://books.google.co.in/books?id=lkOZtwEACAAJ&dq=subject:poetry&hl=&cd=19&source=gbs_api,http://books.google.com/books/content?id=lkOZtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Gardener,Rabindranath Tagore,"The Gardner is a collection of the most beautiful love poems by Rabindranath Tagore, a Bengali poet, writer, playwright, composer, philosopher, social reformer, and painter. The central theme of these poems, set in the Bengali countryside, is love and life.",Poetry,2019-11-21,66,en,4,http://books.google.co.in/books?id=Od3CDwAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=20&source=gbs_api,http://books.google.com/books/content?id=Od3CDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Love of Centuries,The Supreme Master Ching Hai,"Poetry is an artistic, stylistic expression and reflection of the spirit. Wu Tzu’s poems transcend the preconceived thinking of worldly people, just like a pure lotus amidst the dusty world, a radiant lighthouse in the stormy sea, and a rainbow across a dark cloudy sky. The style of Wu Tzu’s poetry is sometimes soft and gentle as a slow flowing stream, or sometimes vibrant and forceful as a thousand horses racing. Her verses are imbued with graceful and otherworldly qualities. When expressed in the Poet’s simple, conversational words, these verses often belie their profound meanings and pure lyrical beauty. With a refreshing choice of words and harmonious rhythms in Her poems, the Poet has created a beautiful, ethereal world, as well as a poetic style that is at once romantic and splendid. Above all, these poems seem to have been created with total spontaneity, and yet their effect is total enchantment.",Literary Criticism,2011-01-01,194,en,No rating,http://books.google.co.in/books?id=HmfJDwAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=21&source=gbs_api,http://books.google.com/books/content?id=HmfJDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
GITANJALI [Song Offering],"Rabbit & Turtle, Rabindranath Tagore","Tagore's Gitanjali(Song Offerings) was first published from Shantiniketan in West Bengal, India in 1912 in Bengali. It contained 157 songs. Later on the English translation, by Tagore himself, of the Bengali book with the same name, with an introduction by W.B. Yeats, was published from India Society, London on 1st Nov 1912. The book contained 103 songs out of which 53 were taken from the Bengali version. Gitanjali in English earned Tagore The Nobel Prize in 1913. বাংলায় গীতাঞ্জলি প্রকাশিত হয় শান্তিনিকেতন থেকে ১৩১৭ বঙ্গাব্দের মাসে ১৫৭টি গান নিয়ে । পরে ১লা নভেম্বর ১৯১৩ সালে লণ্ডনের ইণ্ডিয়া সোসাইটি থেকে একই নামে ইয়েটস এর লেখা ভূমিকা নিয়ে রবীন্দ্রনাথের নিজের ইংরেজীতে অনুবাদ করা বইটি প্রকাশিত হয় ১০৩টি গান নিয়ে, যার মধ্যে ৫৩টি গান বাংলা গীতাঞ্জলি থেকে নেওয়া হয়েছিল । এই ইংরেজী বইটির জন্যই তিনি ১৯১৩ সালে নোবেল পুরস্কারে ভূষিত হন ।",Uncategorized,2020-02-08,296,en,No rating,http://books.google.co.in/books?id=E3dczQEACAAJ&dq=subject:poetry&hl=&cd=22&source=gbs_api,http://books.google.com/books/content?id=E3dczQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Selected Letters of Robert Creeley,Robert Creeley,"""Robert Creeley is one of the most celebrated and influential of the postwar American poets. His Selected Letters, covering the years 1945-2005 are a foundational document in the recent history of North American letters. Through his engagements with mentors such as William Carlos Williams and Ezra Pound; peers such as Charles Olson, Robert Duncan, Denise Levertov, Allen Ginsberg, and Jack Kerouacl and mentees such as Charles Bernstein, Anselm Berrigan, Ed Dorn, Susan Howe, and Tom Raworth, Creeley helped forge a new poetry that re-imagined writing for his and subsequent generations. A stylist of the highest order, Creeley's letters carry the clear mark of consummate literary artistry and document the life, work, and times of one of our greatest writers""--",Literary Criticism,2014-01-17,508,en,No rating,http://books.google.co.in/books?id=vsokDQAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=23&source=gbs_api,http://books.google.com/books/content?id=vsokDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Konglanjo,Bongasu-Tanla-Kishani,"""The Title poem relates to most important poetry of all ages: It reveals how, in the search for right images, metaphors and most apposite expressions, we often find ourselves listening to the voice that ̀bids us return to our own sources.' Since the poet has discovered the right idioms, he has, throughout the poem, undergone the process of depersonalization, has indeed obtained objectivity: Little of himself is felt in the poem. He obtains this effect by the use of the appropriate voice--That of the priest at the ceremony."" Professor Siga Asanga, ABBIA, Cameroon Cultural Review.",Cameroon,2010,106,en,No rating,http://books.google.co.in/books?id=-Dksn4zv9-cC&printsec=frontcover&dq=subject:poetry&hl=&cd=24&source=gbs_api,http://books.google.com/books/content?id=-Dksn4zv9-cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Great Enigma: New Collected Poems,Tomas Transtromer,"The collected poems of one of the world's greatest living writers, Tomas Transtromer, available in this comprehensive edition. In day's first hours consciousness can grasp the world as the hand grips a sun-warmed stone. Translated into fifty languages, the poetry of Tomas Transtromer has had a profound influence around the world, an influence that has steadily grown and has now attained a prominence comparable to that of Pablo Neruda's during his lifetime. But if Neruda is blazing fire, Transtromer is expanding ice. The Great Enigma: New Collected Poems gathers all the poems Tomas Transtromer has published, from his distinctive first collection in 1954, 17 Poems, through his epic poem Baltics (""my most consistent attempt to write music""), and The Sad Gondola, published six years after he suffered a debilitating stroke in 1990 (""I am carried in my shadow / like a violin / in its black case.""), to his most recent slim book, The Great Enigma, published in Sweden in 2004. Also included is his prose-memoir Memories Look at Me, containing keys into his intensely spiritual, metaphysical poetry (like the brief passage of insect collecting on Runmaro Island when he was a teenager). Firmly rooted in the natural world, his work falls between dream and dream; it probes ""the great unsolved love"" with the opening up, through subtle modulations, of ""concrete words.""",Poetry,2011-12-08,287,en,No rating,http://books.google.co.in/books?id=2xD9LWBmWHcC&printsec=frontcover&dq=subject:poetry&hl=&cd=25&source=gbs_api,http://books.google.com/books/content?id=2xD9LWBmWHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Iliad,"Homer, Samuel Butler","The Iliad, written more than 2.500 years ago, remains one of the classics of Western literature. It originally appeared in poem format, written in the rhythmic dactylic hexameter format, and tells the story of the ten year siege of the city of Troy during the Trojan War. By way of flashbacks and background setting, the work is the main source of many great legends of Greek mythology, including the cause of the war (the lover Paris and his stolen bride, the half-goddess Helen of Troy), the epic battle between the half-god warrior Achilles and the Trojan hero Hector following the death of Patroclus, the sack of Troy, and, of course, the death of Achilles through his one vulnerable spot-his heel. Other famous characters who appear in this epic work include Agamemnon, the King of Mycenae and leader of the Greeks; Odysseus, King of Ithaca; the warrior Ajax, Menelaus, King of Sparta, husband of Helen and brother of Agamemnon; Nestor, King of Pylos, and trusted advisor to Agamemnon; Priam, King of Troy; and Hecuba, Priam's wife. Numerous gods and goddesses also make their appearance, interfering in the events as their favorites engage each other in battle. The Iliad was regarded as a cultural treasure in the time of Classical Greece and its importance did not diminish with time. The Renaissance allowed its appearance in Western Europe and it has remained an important part of European culture and heritage for nearly three millennia. This version has been completely reset using the classic English translation which converted the poetry to conventional text.",Fiction,2013-12-30,304,en,No rating,http://books.google.co.in/books?id=VCfhnQEACAAJ&dq=subject:poetry&hl=&cd=26&source=gbs_api,http://books.google.com/books/content?id=VCfhnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
One Hundred Poems of Kabir,Rabindranath Tagore,"The poet Kablr, a selection from whose songs is here for the first time offered to English readers, is one of the most interesting personalities in the history of I ndian mysticism. Born in or near Benares, of Mohammedan parents, and probably about the year 1440, he became in early life a disciple of the celebrated Hindu ascetic Ramananda. Ramananda had brought to Northern India the religious revival which Ramanuja, the great twelfth-century reformer of Brahmanism, had initiated in the South...",Poetry,2008-07,104,en,No rating,http://books.google.co.in/books?id=47qZuQAACAAJ&dq=subject:poetry&hl=&cd=27&source=gbs_api,http://books.google.com/books/content?id=47qZuQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Poetry and Politics in the Cockney School,Jeffrey N. Cox,"Jeffrey N. Cox refines our conception of 'second generation' Romanticism by placing it within the circle of writers around Leigh Hunt that came to be known as the 'Cockney School'. Offering a theory of the group as a key site for cultural production, Cox challenges the traditional image of the Romantic poet as an isolated figure by recreating the social nature of the work of Shelley, Keats, Hunt, Hazlitt, Byron, and others, as they engaged in literary contests, wrote poems celebrating one another, and worked collaboratively on journals and other projects. Cox also recovers the work of neglected writers such as John Hamilton Reynolds, Horace Smith, and Cornelius Webb as part of the rich social and cultural context of Hunt's circle. This book not only demonstrates convincingly that a 'Cockney School' existed, but shows that it was committed to putting literature in the service of social, cultural, and political reform.",Literary Criticism,2004-05-20,304,en,No rating,http://books.google.co.in/books?id=lPhHFJavH8sC&printsec=frontcover&dq=subject:poetry&hl=&cd=28&source=gbs_api,http://books.google.com/books/content?id=lPhHFJavH8sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Iliad,Homer,"Dating to the ninth century B.C., Homer's timeless poem still vividly conveys the horror and heroism of men and gods wrestling with towering emotions and battling amidst devastation and destruction, as it moves inexorably to the wrenching, tragic conclusion of the Trojan War.",Uncategorized,2020-08-23,114,en,No rating,http://books.google.co.in/books?id=kcbJzQEACAAJ&dq=subject:poetry&hl=&cd=29&source=gbs_api,http://books.google.com/books/content?id=kcbJzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Light of Asia,Edwin Arnold,"The Light of Asia is an unchanged, high-quality reprint of the original edition of 1890. Hansebooks is editor of the literature on different topic areas such as research and science, travel and expeditions, cooking and nutrition, medicine, and other genres. As a publisher we focus on the preservation of historical literature. Many works of historical writers and scientists are available today as antiques only. Hansebooks newly publishes these books and contributes to the preservation of literature which has become rare and historical knowledge for the future.",Uncategorized,2017-05-12,244,en,No rating,http://books.google.co.in/books?id=ltiFtAEACAAJ&dq=subject:poetry&hl=&cd=30&source=gbs_api,http://books.google.com/books/content?id=ltiFtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Songs of Kabir,Saint Kabir,"The poet Kabir, a selection from whose songs is here for the first time offered to English readers, is one of the most interesting personalities in the history of Indian mysticism. Born in or near Benares, of Mohammedan parents, and probably about the year 1440, he became in early life a disciple of the celebrated Hindu ascetic Ramananda. Ramananda had brought to Northern India the religious revival which Ramanuja, the great twelfth-century reformer of Brahmanism, had initiated in the South. This revival was in part a reaction against the increasing formalism of the orthodox cult, in part an assertion of the demands of the heart as against the intense intellectualism of the Vedanta philosophy, the exaggerated monism which that philosophy proclaimed. It took in Ramanuja's preaching the form of an ardent personal devotion to the God Vishnu, as representing the personal aspect of the Divine Nature: that mystical ""religion of love"" which everywhere makes its appearance at a certain level of spiritual culture, and which creeds and philosophies are powerless to kill.",Poetry,2023-09-16,0,en,No rating,http://books.google.co.in/books?id=-hoo0AEACAAJ&dq=subject:poetry&hl=&cd=31&source=gbs_api,http://books.google.com/books/content?id=-hoo0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Goethe's Faust,Johann Wolfgang von Goethe,"Goethe's most complex and profound work, Faust was the effort of the great poet's entire lifetime. Written over 60 years, it can be read as a document of Goethe's moral and artistic development.",Drama,1954,448,en,No rating,http://books.google.co.in/books?id=dUXuAAAAMAAJ&dq=subject:poetry&hl=&cd=32&source=gbs_api,http://books.google.com/books/content?id=dUXuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Poetic Edda,Carolyne Larrington,"This collection of Norse-Icelandic mythological and heroic poetry contains the greater narratives of the creation of the world and the coming of Ragnarok, the Doom of the Gods.",Literary Collections,2014,385,en,No rating,http://books.google.co.in/books?id=r2vrAwAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=33&source=gbs_api,http://books.google.com/books/content?id=r2vrAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Favorite Poems,William Wordsworth,"Widely considered the greatest and most influential of the English Romantic poets, William Wordsworth (1770-1850) remains today among the most admired and studied of all English writers. He is best remembered for the poems he wrote between 1798 and 1806, the period most fully represented in this selection of 39 of his most highly regarded works. Among them are poems from the revolutionary Lyrical Ballads of 1798, including the well-known ""Lines Composed a Few Miles Above Tintern Abby""; the famous ""Lucy"" series of 1799; the political and social commentaries of 1802; the moving ""I Wandered Lonely as a Cloud""; and the great ""Ode: Intimations of Immortality from Recollections of Early Childhood""--all reprinted from an authoritative edition. Republication of a selection of 39 poems reprinted from The Complete Poetical Works of William Wordsworth: Student's Cambridge Edition, published by the Houghton Mifflin Company, Boston (The Riverside Press, Cambridge), 1904. Detailed contents. Alphabetical lists of titles and first lines. 80pp. 53/8 x 81/2. Paperbound.",Poetry,1992,81,en,No rating,http://books.google.co.in/books?id=o1OKDgAAQBAJ&printsec=frontcover&dq=subject:poetry&hl=&cd=34&source=gbs_api,http://books.google.com/books/content?id=o1OKDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
