Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
How Not to Be Wrong,Jordan Ellenberg,No description available,"Miscellanea, Mathematics, MATHEMATICS / General, Mathematical analysis, award:euler_book_prize, Mathematics, miscellanea, Mathematics, popular works, nyt:hardcover-nonfiction=2014-07-06, New York Times bestseller, General, Mathematik, Statistik, Alltag",2014,No page count available,"eng, por, chi",No rating,https://openlibrary.org/works/OL17062668W,https://covers.openlibrary.org/b/id/9930581-M.jpg
How Not to Die,"Michael Greger, Gene Stone",No description available,"Nutrition, Self-care, Health, HEALTH & FITNESS / Nutrition, HEALTH & FITNESS / Healthy Living, HEALTH & FITNESS / Food Content Guides, Food preferences, Chronic diseases, Popular works, Self-care, health, Longevity, nyt:advice-how-to-and-miscellaneous=2015-12-27, New York Times bestseller",2015,No page count available,eng,No rating,https://openlibrary.org/works/OL17319629W,https://covers.openlibrary.org/b/id/7398330-M.jpg
Darkness Visible,William Styron,IN PARIS ON A CHILLY EVENING LATE IN OCTOBER OF 1985 I first became fully aware that the struggle with the disorder in my mind-a struggle which had engaged me for several months-might have a fatal outcome.,"Depression, Mental health, Mental Depression, Suicidal behavior, Erlebnisbericht, American Authors, Famous Persons, Patients, Depressed persons, Depressive Disorder, Personal narratives, Depressies (psychiatrie), Popular works, Biography, Attempted Suicide, Styron, william, 1925-2006, Authors, biography, Mental Disorders, Suicide, History, Large type00953ca",1990,No page count available,eng,No rating,https://openlibrary.org/works/OL86538W,https://covers.openlibrary.org/b/id/420269-M.jpg
Facing codependence,"Pia Mellody, Andrea Wells Miller, Keith Miller",No description available,"Co-dependence (Psychology), Codependencia, Codependency, Substance-Related Disorders, Reinforcement (Psychology), Popular Works, Family, Spanish: Adult Nonfiction, Interpersonal Relations, Self-Help, Psychology, Psychology Reinforcement, Reinforcement (psychology), Substance-related disorders, Rc569.5.c63 m45 1989, Wm 270 m527 1989, 616.86",1989,No page count available,"spa, eng",No rating,https://openlibrary.org/works/OL4127813W,https://covers.openlibrary.org/b/id/48349-M.jpg
David Balfour,Robert Louis Stevenson,"THE 25th day of August, 1751, about two in the afternoon, I, David Balfour, came forth of the British Linen Company, a porter attending me with a bag of money, and some of the chief of these merchants bowing me from their doors.","Adventure and adventurers, Fiction, History, Juvenile fiction, Fiction, historical, general, Fiction, action & adventure, Scotland, fiction, Large type books, British and irish fiction (fictional works by one author), Classic Literature, Kidnapping, Pirates, Romans, nouvelles, Histoire, Open Library Staff Picks, Popular Print Disabled Books, David Balfour (Fictitious character)",1883,No page count available,"gle, ger, eng, spa",No rating,https://openlibrary.org/works/OL24163W,https://covers.openlibrary.org/b/id/8244483-M.jpg
Why am I afraid to tell you who I am?,John Powell,No description available,"Self-perception, Interpersonal relations, Self-actualization (Psychology), Interpersonal communication, Popular Works, Self Concept, Interpersonal Relations",1969,No page count available,eng,No rating,https://openlibrary.org/works/OL2860797W,https://covers.openlibrary.org/b/id/7017413-M.jpg
Contagious,Jonah Berger,No description available,"Popularity, Economic aspects, Consumer behavior, New products, Advertising, Marketing, nyt:hardcover-business-books=2013-06-09, New York Times bestseller, Choice Behavior, Consumer Satisfaction",2013,No page count available,eng,No rating,https://openlibrary.org/works/OL19711031W,https://covers.openlibrary.org/b/id/9039370-M.jpg
Let me hear your voice,Catherine Maurice,No description available,"Autistic children, Biography, Family relationships, Rehabilitation, Autism in children, Popular works",1993,No page count available,eng,No rating,https://openlibrary.org/works/OL3976374W,https://covers.openlibrary.org/b/id/290959-M.jpg
Unfuck your brain,"Dr. Faith G. Harper, Faith G. Harper",No description available,"Mental health, Psychic trauma, Stress management, Treatment, Psychotherapy, Popular works, mental health treatment, psychology, psychiatry, self help, anxiety, depression, ptsd, cptsd, limbic system, brain, amygdala, health, wellness, anger, sadness, happiness, healing, trauma, Traumatic experiences, trauma healing, therapy, dbt, cbt, therapist, awareness, brain stem, fight or flight, loss, bullying, self care, empathy, self growth",2017,No page count available,eng,No rating,https://openlibrary.org/works/OL19729669W,https://covers.openlibrary.org/b/id/8851486-M.jpg
The boy who was raised as a dog,"Bruce Duncan Perry, Bruce D. Perry, Maia Szalavitz",No description available,"Child psychiatry, Case studies, Popular works, Psychic trauma in children, Stress Disorders, Post-Traumatic, Case Reports, Therapy, Post-traumatic stress disorder, Child psychiatry, case studies",2006,No page count available,eng,No rating,https://openlibrary.org/works/OL12087988W,https://covers.openlibrary.org/b/id/12511114-M.jpg
The coming plague,Laurie Garrett,No description available,"Ebola, Marburg, Communicable Disease Control, Communicable diseases, Communicable diseases -, Epidemiology, Epidemiology -, History-, Popular works, Infectieziekten, Toekomstverwachtingen, Epidemiologie, Emerging Communicable Diseases, Commumicable diseases, Infektionskrankheit, Epidemeology, Medicine, Public health, Epidemeology--Popular works, Commumicable diseases--Popular works, Disease Outbreaks, Plague",1994,No page count available,eng,No rating,https://openlibrary.org/works/OL3373979W,https://covers.openlibrary.org/b/id/6479591-M.jpg
Brain Rules,John Medina,No description available,"Self-Improvement, Nonfiction, Psychology, Neurosciences, Learning, Brain, Cognition, Memory, Popular works, Physiology, Human information processing, Perception, Senses and sensation, Theory of Knowledge, Parenting, Child rearing, Infants, Development, Toddlers, Child development, Growth",2008,No page count available,eng,No rating,https://openlibrary.org/works/OL2764958W,https://covers.openlibrary.org/b/id/2732975-M.jpg
Capitalist Realism,Mark Fisher,No description available,"Accelerationism, Capitalism / History / 21st century, Postmoderne, Capitalism, Capitalism / History / 20th century, Politics, Kapitalisme, Alternatieven, Kapitalismus, Kultur, History, Popular culture, Capitalism--history, Capitalism--history--20th century, Capitalism--history--21st century, Hb501 .f573 2009, 330.122",2009,No page count available,"por, eng, ita",No rating,https://openlibrary.org/works/OL15683250W,https://covers.openlibrary.org/b/id/6707037-M.jpg
How cars work,Tom Newton,No description available,"Automobiles, Popular works",1999,No page count available,eng,No rating,https://openlibrary.org/works/OL2046583W,https://covers.openlibrary.org/b/id/732072-M.jpg
Procrastination,"Jane B. Burka, Lenora M. Yuen, Ph.D",It's New Year's Day-time for your annual resolutions.,"Procrastination, Popular psychology, Self-Help, Counseling (Psychology), Physiological Psychology, Psychology, Stress Management, Personal Growth - General",1983,No page count available,eng,No rating,https://openlibrary.org/works/OL5604201W,https://covers.openlibrary.org/b/id/7261122-M.jpg
Dork Diaries 3,Rachel Renée Russell,No description available,"New York Times bestseller, nyt:series_books=2011-07-23, School stories, Humorous Stories, Middle schools, Diaries, Talent shows, Comics & Graphic Novels, Popularity, NEW LIST 20110630, Fiction, Social Themes, Schools, JUVENILE FICTION, Friendship, Children's fiction, Friendship, fiction, Popularity, fiction, Schools, fiction, Diaries, fiction, Juvenile fiction",2008,No page count available,No language specified,No rating,https://openlibrary.org/works/OL15739796W,https://covers.openlibrary.org/b/id/14424555-M.jpg
Made in America,Bill Bryson,"The image of the spiritual founding of America that generations of Americans have grown up with was created, oddly enough, by a poet of limited talents (to put it in the most magnanimous possible way) who lived two centuries after the event in a country three thousand miles away.","History, Americanisms, English language, Social life and customs, English language, united states, English language, history, Humor (Nonfiction), Nonfiction, Travel, Open Library Staff Picks, Slang, Popular culture",1994,No page count available,eng,No rating,https://openlibrary.org/works/OL74122W,https://covers.openlibrary.org/b/id/14553518-M.jpg
Before I Fall,Lauren Oliver,No description available,"Fiction, Juvenile Fiction, Conduct of life, Popularity, Dead, Self-perception, Interpersonal relations, High schools, Schools, Reading Level-Grade 9, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Young adult fiction, Self-perception in adolescence, Death, Friendship, Dust jackets (Bindings), Juvenile works, Social Themes, Visionary & Metaphysical, Interpersonal relations in adolescence, Death & Dying, Children's fiction, Death, fiction, Interpersonal relations, fiction, Popularity, fiction, Self-perception, fiction, Conduct of life, fiction, Schools, fiction, nyt:chapter-books=2010-03-21, New York Times bestseller",2010,No page count available,"ger, eng",No rating,https://openlibrary.org/works/OL13763445W,https://covers.openlibrary.org/b/id/6310486-M.jpg
Where the girls are,"Douglas, Susan J.",No description available,"Popular culture, Mass media and women, Identity, Women, Sex role in mass media, Women in mass media, Mass media and teenagers, Mädchen, Culture populaire, Massenmedien, Frau, Médias et femmes, New York Times reviewed, Women, social conditions, Mass media, social aspects",1994,No page count available,eng,No rating,https://openlibrary.org/works/OL3452485W,https://covers.openlibrary.org/b/id/3870693-M.jpg
Inc. & grow rich!,C. W. Allen,No description available,"Popular works, Incorporation, Tax planning",2002,No page count available,eng,No rating,https://openlibrary.org/works/OL15887108W,https://covers.openlibrary.org/b/id/732578-M.jpg
THE 5 SECOND RULE,Mel Robbins,No description available,"Self-esteem, Courage, Popular works, Motivation (Psychology), Psychological aspects, Self-esteem -- Psychological aspects, Courage -- Popular works",2017,No page count available,No language specified,No rating,https://openlibrary.org/works/OL17823096W,https://covers.openlibrary.org/b/id/8114155-M.jpg
Awkward,Svetlana Chmakova,No description available,"Basic reader, Middle schools, Comics & Graphic Novels, Popularity, Fiction, Graphic novels, Clubs, Schools, JUVENILE FICTION, Children's fiction, Cartoons and comics",2015,No page count available,eng,No rating,https://openlibrary.org/works/OL17311132W,https://covers.openlibrary.org/b/id/14418413-M.jpg
Dork Diaries Skating Sensation,Rachel Renée Russell,No description available,"Skating, Diaries, Schools, Juvenile fiction, Popularity, Friendship, Fiction, Children's fiction, Schools, fiction, Diaries, fiction, Friendship, fiction, Popularity, fiction",2012,No page count available,No language specified,No rating,https://openlibrary.org/works/OL17498252W,https://covers.openlibrary.org/b/id/14418742-M.jpg
The dark star,Robert W. Chambers,No description available,"Open Library Staff Picks, Popular Print Disabled Books",1917,No page count available,eng,No rating,https://openlibrary.org/works/OL1526717W,https://covers.openlibrary.org/b/id/5837026-M.jpg
Double Dork Diaries,Rachel Renée Russell,No description available,"Schools, Juvenile fiction, Popularity, American Diary fiction, Children's stories, American, Children's fiction, Diaries, fiction, Schools, juvenile literature, Popularity, fiction",2011,No page count available,No language specified,No rating,https://openlibrary.org/works/OL17567220W,https://covers.openlibrary.org/b/id/7836011-M.jpg
Double Dork Diaries 2                            Dork Diaries eBook,Rachel Renée Russell,No description available,"Children's stories, American, Schools, Nikki Maxwell (Fictitious character), Juvenile fiction, Popularity, American Diary fiction, Children's fiction, Popularity, fiction, Schools, fiction, Diaries, fiction",2013,No page count available,No language specified,No rating,https://openlibrary.org/works/OL17522784W,https://covers.openlibrary.org/b/id/7747252-M.jpg
The Genetic Code,Isaac Asimov,No description available,"Genetics, Popular works, Genetic code, DNA",1936,No page count available,"per, eng, und",No rating,https://openlibrary.org/works/OL46397W,https://covers.openlibrary.org/b/id/9302248-M.jpg
"Black Hawk, Derribado/ Black Hawk, Down",Mark Bowden,"At liftoff, Matt Eversmann said a Hail Mary.","United states, army, Operation restore hope, 1992-1993, Mogadiscio (Somalia), United States. Army. Task Force Ranger, Misiones militares, Military missions, United States, History, Reading Level-Grade 11, Reading Level-Grade 12, Somalia, history, 1991-, United states, army, special forces, Operation Restore Hope (1992-1993) fast (OCoLC)fst01046349, Arab Representation in Popular Fiction, United States. Army, Aidid, Mohammed Farah, 1934-, United States. Army. Task Force Ranger -- History, Mogadiscio (Somalia) -- Estados Unidos -- Misiones militares, Mogadishu (Somalia) -- United States -- Military missions, Fiction, East african history, Individual wars, U.s. politics in the post cold-war era, United states history - 20th century - 1945 to 2000, African politics, African politics & government, United states armed forces, Fiction subjects",1999,No page count available,"dut, ger, spa, eng",No rating,https://openlibrary.org/works/OL491846W,https://covers.openlibrary.org/b/id/292896-M.jpg
The House of God,Samuel Shem,We expect the world of doctors.,"Fiction, Fiction in English, Hospitals, Interns (Medicine), Internship and Residency, Medical education, Medical students, Physicians, Popular works, Teaching hospitals, Fiction (fictional works by one author), Literature, Residents (Medicine), Nurses, Medical fiction, Fictional Works Publication Type, Church history, History, Medicine",1978,No page count available,"ger, eng",No rating,https://openlibrary.org/works/OL1884679W,https://covers.openlibrary.org/b/id/7036971-M.jpg
The Vampire Diaries,Lisa Jane Smith,No description available,"Children's Books -- Literature -- Popular Culture, Children's Books -- Literature -- Science Fiction, Fantasy, Mystery & Horror -- Science Fiction, Fantasy, & Magic, Children's Books -- Literature -- Science Fiction, Fantasy, Mystery & Horror -- Spine-Chilling Horror, Teens -- Literature & Fiction -- Love & Romance, Teens -- Science Fiction & Fantasy -- Fantasy, Teens -- Series, Fiction, horror, Fiction, romance, fantasy, Vampires, fiction",2009,No page count available,No language specified,No rating,https://openlibrary.org/works/OL17773819W,https://covers.openlibrary.org/b/id/14417194-M.jpg
Pride and Prejudice and Zombies,"Seth Grahame-Smith, Seth Grahame-Smith Jane Austen, Katherine Kellgren",It is a truth universallly acknowledged that a zombie in possession of brains must be in want of more brains.,"Parodies, imitations, nyt:e-book_fiction=2011-07-16, Fitzwilliam Darcy (Fictitious character), Darcy, Fitzwilliam (Fictitious character) $v Fiction, Social classes, Bennet, Elizabeth (Fictitious character) $v Fiction, Open Library Staff Picks, New York Times bestseller, Zombies, Sisters, Young women, Fiction, Elizabeth Bennet (Fictitious character), Families, Courtship, Social life and customs, Parodies, Fitzwilliam Darcy (Fictional character), Manners and customs, Elizabeth Bennet (Fictional character), Jóvenes (Mujeres), Hermanas, Novela, Cuentos populares de terror, Ficción, Clases sociales, Humor, form, parodies, Bennet, elizabeth (fictitious character), fiction, Darcy, fitzwilliam (fictitious character), fiction, Fiction, horror, Fiction, mashups, Parodies, pastiches, Austen, jane , 1775-1817, Bennet, elizabeth, Darcy, fitzwilliam, Bennet, elizabeth (fictitious character), Bennet, elizabeth (fictitious character)--fiction, Darcy, fitzwilliam (fictitious character), Darcy, fitzwilliam (fictitious character)--fiction, Zombies--fiction, Young women--england--fiction, Social classes--england--fiction, Families--england--fiction, Sisters--fiction, Courtship--england--fiction, Ps3607.r33848 p75 2009, 813/.6, zombis, Cortejo amoroso, Clases sociales en la literatura, Modales y costumbres, Orgullo, Inglaterra, prejuicios",2009,No page count available,"eng, fre",No rating,https://openlibrary.org/works/OL15093171W,https://covers.openlibrary.org/b/id/6260257-M.jpg
Farlig midsommar,Tove Jansson,No description available,"Fairy tales, Children's fiction, Summer, fiction, Fantasy fiction, Adventure and adventurers, fiction, Children's stories, Swedish, Fiction, Floods, Children's stories Popular music, Russian Songs, Songs, Russian, Translations into Russian, Fantasy, Summer, Floods, fiction",1955,No page count available,"tur, swe, jpn, rus, ger, pol, eng",No rating,https://openlibrary.org/works/OL2196021W,https://covers.openlibrary.org/b/id/8783142-M.jpg
"Can't stop, won't stop","Jeff Chang, D.J. Kool Herc",Generations are fictions.,"Rap (Music), Social aspects, History and criticism, Aspect social, Rap (Musique), Geschichte 1968-2001, Music, Histoire et critique, Musique, Hip-hop, Hip-Hop, Rap (Musique) - États-Unis - Histoire et critique, Musique - Aspect social, Social aspects of Music, Popular music, History, Genres & Styles - Rap & Hip Hop, History & Criticism - General, Popular Culture - General, Music / Rap, Music/Songbooks, Rap music, Rap (music), Music, social aspects, Music, history and criticism, Rap (music)--history and criticism, Music--social aspects, Ml3531 .c5 2005, 306.4/84249/0973",2005,No page count available,eng,No rating,https://openlibrary.org/works/OL15835141W,https://covers.openlibrary.org/b/id/6799005-M.jpg
Tales from a not-so-smart Miss Know-It-All,Rachel Renée Russell,No description available,"Advice columns, Diaries, Middle schools, Schools, Newspapers, Fiction, Juvenile fiction, Comics & Graphic Novels, Humorous Stories, Social Themes, Friendship, School stories, Children's fiction, Popularity, fiction, Friendship, fiction, Artists, fiction, Schools, fiction, Diaries, fiction",2012,No page count available,eng,No rating,https://openlibrary.org/works/OL16704660W,https://covers.openlibrary.org/b/id/7346997-M.jpg
Death by black hole : and other cosmic quandaries,Neil deGrasse Tyson,No description available,"Cosmology, Exobiology, Religion and science, Solar system, Black holes (astronomy), Popular works, Astronomy, Astrophysics, Space biology",2007,No page count available,"rus, eng",No rating,https://openlibrary.org/works/OL2744497W,https://covers.openlibrary.org/b/id/7322931-M.jpg
The McDonaldization of Society,George Ritzer,"Ray Kroe (1902-1984), the genius behind the franchising of McDonald's restaurants, was a man with big ideas and grand ambitions.","Fast food restaurants, Management, Popular culture, Rationalization (Psychology), Social aspects of Fast food restaurants, Social aspects of Management, Social conditions, Social structure, McDonald's Corporation, McDonald's (Firm), Cultuur, Sociale verandering, Conditions sociales, Rationalisation (Psychologie), Aspect social, Maatschappij, Sociaal-economische verandering, Gestion, Consumentisme, Restaurants-minute, Structure sociale, Internationalisatie, Rationalisierung, Burokratisierung, Sociale structuur, Influence, Lebensfuhrung, Lebensstil, Fast Food, Rationalisering, Umschulungswerkstatten fur Siedler und Auswanderer, Social aspects, Et la rationalisation, Zivilisation, Restauration rapide, Technischer Fortschritt, United states, social conditions, 1980-, Industrial management, Defense mechanisms (psychology), Rationalism",1993,No page count available,eng,No rating,https://openlibrary.org/works/OL465449W,https://covers.openlibrary.org/b/id/4690302-M.jpg
Radical acceptance,Tara Brach,No description available,"Compassion, Self-acceptance, Buddhism, Spiritual life, Religious aspects of Compassion, Religious aspects of Self-acceptance, Methods, Self Concept, Spiritual Therapies, Popular Works, Self-acceptance, religious aspects, Spiritual life, buddhism, Religious aspects",2003,No page count available,eng,No rating,https://openlibrary.org/works/OL15844781W,https://covers.openlibrary.org/b/id/7020283-M.jpg
Let's eat right to keep fit,Adelle Davis,No description available,"Nutrition, Diet, Food, Alimentation, Popular Works, Diet Therapy, Nutritional Physiological Phenomena",1954,No page count available,"eng, chi",No rating,https://openlibrary.org/works/OL99157W,https://covers.openlibrary.org/b/id/4489535-M.jpg
Portrait in death,Nora Roberts,Life didn't get much better.,"Fiction, Police, Eve Dallas (Fictitious character), Policewomen, Women detectives, Serial murders, Protected DAISY, Accessible book, Large type books, Popular Print Disabled Books, New york (n.y.), fiction, Policewomen, fiction, Fiction, mystery & detective, women sleuths, Dallas, eve (fictitious character), fiction, Fiction, romance, suspense",2003,No page count available,"rus, eng",No rating,https://openlibrary.org/works/OL446035W,https://covers.openlibrary.org/b/id/4736085-M.jpg
Billions and billions,Carl Sagan,I never said it.,"Science, Popular works, Miscellanea, Science/Mathematics, Philosophy & Social Aspects, Large type books, Science -- Miscellanea -- Popular works, Science, popular works, Science, miscellanea",1997,No page count available,"tur, por, spa, ger, pol, eng",No rating,https://openlibrary.org/works/OL2950946W,https://covers.openlibrary.org/b/id/417481-M.jpg
Prescription for nutritional healing,"James F. Balch, Phyllis A. Balch, Stacey J. Bell",No description available,"Nutrition, Diet therapy, Vitamin therapy, Herbs, Therapeutic use, Popular works, Vitamins, Herbal Medicine, Formulated Food, Popular Works, Diet Therapy, Nutritional Physiological Phenomena, Dietary supplements, Terapéutica dietética, Uso terapéutico, Obras populares, Nutrición, Vitaminoterapia, Hierbas medicinales y aromáticas, Handbooks, manuals, Handbooks, manuals, etc, Fitness & diet, Popular medicine, Healing, Holism, Health & Fitness, Consumer Health, Health/Fitness, Health & Fitness / Nutrition, Diet -, Vitamins -, Nutrition -, Herbs -, Herbs, therapeutic use, Nutrition Physiological Phenomena, Phytotherapy, Dietary Supplements, Health, Medical care",1990,No page count available,"chi, eng",No rating,https://openlibrary.org/works/OL551319W,https://covers.openlibrary.org/b/id/4021092-M.jpg
What the dog saw and other adventure stories,Malcolm Gladwell,No description available,"Psychology, Business, nyt:paperback_nonfiction=2011-02-26, New York Times bestseller, Nonfiction, Social values, American prose literature, Popular culture, Periodicals, Social life and customs, Social psychology, History, Media Studies, Large type books, New York Times reviewed, Cultura popular, Valores sociales",2009,No page count available,"spa, eng",No rating,https://openlibrary.org/works/OL5749846W,https://covers.openlibrary.org/b/id/8260666-M.jpg
Kate Greenaway's Original Drawings for The Snow Queen,"Hans Christian Andersen, T. Pym, Laura Barrett, Geraldine McCaughrean, Julia Whelan, Bagram Ibatoulline, Natacha Godeau, Sanna Annukka, Chris Baker, Daniela Terrazzini, Armada Press, Emilie Majarian, Anna Award, Patricia MacCarthy, Yevgeniya Yeretskaya","When Kay did not come home that evening or the next, Gerda was in despair.","Children's audiobooks, Children's literature, Children's stories, Danish, Fairy tales, Translations into English, Translations into Russian, Juvenile fiction, Animals, Juvenile literature, Folklore, Continental european drama (dramatic works by one author), Children's fiction, Winter, fiction, Kings, queens, rulers, etc., Kings, queens, rulers, etc., fiction, Drama, Animals, fiction, Children: Babies Toddlers, Child and youth fiction, Snow, fiction, Drama (dramatic works by one author), Magic, fiction, Fantasy fiction, Snow, Ice, Queens, Snow Queen (Fictitious character), Kidnapping, Friendship, Quests (Expeditions), JUVENILE FICTION / Fairy Tales & Folklore / Adaptations, JUVENILE FICTION / Social Themes / Friendship, JUVENILE FICTION / Classics, JUVENILE FICTION / Action & Adventure, Cartoons and comics, FICTION / Fairy Tales, Folk Tales, Legends & Mythology, ART / Popular Culture, FICTION / Classics, Fairies, fiction, Friendship, fiction, Arctic regions, fiction",1960,No page count available,"ukr, eng",No rating,https://openlibrary.org/works/OL15049616W,https://covers.openlibrary.org/b/id/11233510-M.jpg
The real world,"Kerry Ferris, Jill Stein",No description available,"Popular culture, Social conditions, Sociology, Sociology (General), Social Science, Sociology - General, Social Science / Sociology / General, Popular Culture - General, United States, Popular culture, united states, United states, social conditions, 21st century, Soziologie, Sociology (general), Social science, Sociology - general, Social science / sociology / general, Popular culture - general, United states",2008,No page count available,eng,No rating,https://openlibrary.org/works/OL9337520W,https://covers.openlibrary.org/b/id/2413037-M.jpg
"How I survived bullies, broccoli and Snake Hill","James Patterson, Chris Tebbetts",No description available,"Humorous stories, JUVENILE FICTION / Humorous Stories, Popularity, Fiction, Camps, Bullies, JUVENILE FICTION / Social Issues / Adolescence, Friendship, JUVENILE FICTION / Boys & Men, Social Issues, Juvenile fiction, Bullying, Humorous fiction, Boys & Men, Adolescence, Children's fiction, Schools, fiction, Camps, fiction, Friendship, fiction, Summer, fiction, Dog walking, Schools, Middle schools, Moneymaking projects, Moneymaking projects, fiction, Dogs, fiction, Conduct of life, Family problems, Family life, Behavior, Families, Emotional problems, Emotional problems of children, Conduct disorders in children, Teenagers, Grief, Bereavement, Behavior, fiction, Family life, fiction, Grief, fiction, nyt:paperback-books=2012-11-25, New York Times bestseller, Conduct of life, fiction, Art, fiction, Students, fiction, Dysfunctional families, Art students, School discipline, Popularity, fiction, Brothers and sisters, fiction, Middle school students, Brothers and sisters, Adventure and adventurers, fiction, Rock music, fiction, Zoos, Zoo animals, Animal welfare, Rafe Khatchadorian (Fictitious character)",2012,No page count available,"fre, eng, enm",No rating,https://openlibrary.org/works/OL17050972W,https://covers.openlibrary.org/b/id/7293492-M.jpg
The Uninhabitable Earth,David Wallace-Wells,No description available,"Global warming, Climatic changes, Environmental degradation, Global environmental change, Nature, effect of human beings on, Physics, nyt:combined-print-and-e-book-nonfiction=2019-03-10, New York Times bestseller, New York Times reviewed, Popular works, Political aspects, Social aspects, Nature, Effect of human beings on, Human ecology, Forecasting, Environmental Conservation & Protection, Human influence on nature, Climate chang, Homme, Influence sur la nature, Réchauffement de la Terre, Aspect social, Climat, Changements, Changement global (Environnement), Environnement, Dégradation, Écologie humaine, Prévision",2019,No page count available,"nob, eng",No rating,https://openlibrary.org/works/OL19096883W,https://covers.openlibrary.org/b/id/8801133-M.jpg
Pedagogy of the Oppressed,Paulo Freire,No description available,"Philosophie, Liberté, Éducation, Pädagogik, Education, Freedom, Philosophy, Liberty, Unterdrückung, Education and state, Education, social aspects, Social classes, Elite (social sciences), Education, philosophy, Critical pedagogy, Freire, Paulo, 1921-1997, Popular education, Biographies &amp; autobiographies, Educators, Education--philosophy, Popular education--philosophy, Lb880.f73 p4313 2018, 370.1",1970,No page count available,eng,No rating,https://openlibrary.org/works/OL1870518W,https://covers.openlibrary.org/b/id/99306-M.jpg
So You've Been Publicly Shamed,Jon Ronson,No description available,"Social control, Shame, Interpersonal relations, Social media, Guilt, Psychology, SOCIAL SCIENCE / Popular Culture, PSYCHOLOGY / History, PSYCHOLOGY / Interpersonal Relations, nyt:hardcover-nonfiction=2015-04-19, New York Times bestseller, New York Times reviewed, nyt:culture=2016-05-08, collectionID:TexChallenge2021, collectionID:KellerChallenge, Luchas sociales, Novela, Vergüenza, Relaciones humanas, Control social, Relaciones interpersonales, collectionID:bannedbooks",2015,No page count available,"spa, eng",No rating,https://openlibrary.org/works/OL17312335W,https://covers.openlibrary.org/b/id/8404634-M.jpg
Genome,Matt Ridley,In the beginning was the word.,"Human genetics, Human genome, Inborn Genetic Diseases, Medical genetics, Popular works, DNA, Génome humain, Génétique humaine, Onderzoek, Ouvrages de vulgarisation, Human Genome Project, Genomes",1999,No page count available,eng,No rating,https://openlibrary.org/works/OL2078897W,https://covers.openlibrary.org/b/id/1315392-M.jpg
How To Dork Your Diary,Rachel Renée Russell,No description available,"School stories, Humorous Stories, Diaries, Juvenile literature, JUVENILE FICTION, Popularity, Handbooks, manuals, Fiction, Social Themes, Artists, Schools, Teaching, Writing, Friendship, Comics & Graphic Novels, Instruction, Children's fiction, Schools, fiction, Diaries, fiction, Girls, fiction, Friendship, fiction",2011,No page count available,No language specified,No rating,https://openlibrary.org/works/OL17528152W,https://covers.openlibrary.org/b/id/7757955-M.jpg
The Mind's I,"Douglas R. Hofstadter, Daniel C. Dennett","The other one, the one called Borges, is the one things happen to.","Self (Philosophy), Literary collections, Zelf, Consciousness, Soul, Addresses, essays, lectures, Ziel, Conciousness, Intellect, Mente, Conciencia, Filosofia, Philosophy, Self Concept, Mind-Body Relations, Metaphysical, 08.36 philosophical anthropology, philosophy of psychology, Identität, Persönlichkeit, Self, Self - Philosophical perspectives, Man. Soul - Philosophical perspectives, Conscie  ncia (Psicologia), Jo, Filosofia de la ment, Ment i cos, Consciència (Psicologia), Медицина//Неврология, Consciència (Psicologia), Consciencia (Psicologia), Cognitive psychology, Alma, Colecciones literarias, Yo (Filosofía), Conciencia (Psicología), Inteligencia, Philosophy of mind, Popular psychology, The self, ego, identity, personality, Moi (philosophie), Ame, Philosophie, Conscience, Intelligence",1962,No page count available,"dut, ger, eng",No rating,https://openlibrary.org/works/OL716849W,https://covers.openlibrary.org/b/id/298658-M.jpg
Brown Girl in the Ring,Nalo Hopkinson,Ti-Jeanne could see with more than sight.,"Fiction, Future in popular culture, Inner cities, Obeah (Cult), Science Fiction & Fantasy, Future, The, in popular culture, 1000blackgirlbooks, Fiction, fantasy, general, Fiction, science fiction, general, Science fiction, Donation of organs, tissues",1998,No page count available,"chi, eng",No rating,https://openlibrary.org/works/OL477817W,https://covers.openlibrary.org/b/id/288006-M.jpg
The Invisible Boy,Trudy Ludwig,No description available,"Schools, Juvenile fiction, Popularity, Friendship, Fiction, Children's fiction, Popularity, fiction, Friendship, fiction, Schools, fiction",2013,No page count available,eng,No rating,https://openlibrary.org/works/OL19969916W,https://covers.openlibrary.org/b/id/10566292-M.jpg
Your inner fish,Neil Shubin,No description available,"Human anatomy, Human evolution, Nature, Nonfiction, Popular works, Science, Physical anthropology, Comparative Anatomy, Biological Evolution, Phylogeny",2008,No page count available,eng,No rating,https://openlibrary.org/works/OL8036314W,https://covers.openlibrary.org/b/id/4609000-M.jpg
Packing for Mars,Mary Roach,No description available,"nyt:hardcover_nonfiction=2010-08-01, New York Times bestseller, Popular works, Space biology, Manned space flight, Training of, Astronauts, Space flight, physiological effect, Ruimtevaart, Leefmilieu, Space Simulation, Popular Works, Space flight, Psychological aspects, Health and hygiene",2010,No page count available,eng,No rating,https://openlibrary.org/works/OL15272404W,https://covers.openlibrary.org/b/id/6455470-M.jpg
The Human Brain,Isaac Asimov,No description available,"Science, Biology, Endocrinology, Nervous system, Brain, Popular Works, Human body, Central nervous system, Endocrine Glands, Popular works",1963,No page count available,"eng, rus",No rating,https://openlibrary.org/works/OL46393W,https://covers.openlibrary.org/b/id/6927880-M.jpg
